book_id,title,author,line_number,text
L103,MISS NELSON IS MISSING,HARRY ALLARD,5,"'Now settle down,' said Miss Nelson in a sweet voice."
L103,MISS NELSON IS MISSING,HARRY ALLARD,6,But the class would not settle down.
L103,MISS NELSON IS MISSING,HARRY ALLARD,7,They whispered and giggled.
L103,MISS NELSON IS MISSING,HARRY ALLARD,8,They squirmed and made faces. 
L103,MISS NELSON IS MISSING,HARRY ALLARD,9,They were even rude during story hour.
L103,MISS NELSON IS MISSING,HARRY ALLARD,10,[[MISS NELSON]]
L103,MISS NELSON IS MISSING,HARRY ALLARD,11,And they always refused to do their lessons. 
L103,MISS NELSON IS MISSING,HARRY ALLARD,12,"'Something will have to be done,' said Miss Nelson."
L103,MISS NELSON IS MISSING,HARRY ALLARD,13,The next morning Miss Nelson did not come to school.
L103,MISS NELSON IS MISSING,HARRY ALLARD,14,'Wow!' yelled the kids. 'Now we can really act up!'
L103,MISS NELSON IS MISSING,HARRY ALLARD,15,They began to make more spitballs and paper planes.
L103,MISS NELSON IS MISSING,HARRY ALLARD,16,'Today let's be just terrible!' they said.
L103,MISS NELSON IS MISSING,HARRY ALLARD,17,'Not so fast!' hissed an unpleasant voice. 
L103,MISS NELSON IS MISSING,HARRY ALLARD,18,A woman in an ugly black dress stood before them.
L103,MISS NELSON IS MISSING,HARRY ALLARD,19,"'I am your new teacher, Miss Viola Swamp.'"
L103,MISS NELSON IS MISSING,HARRY ALLARD,20,And she rapped the desk with her ruler.
L103,MISS NELSON IS MISSING,HARRY ALLARD,21,'Where is Miss Nelson?' asked the kids.
L103,MISS NELSON IS MISSING,HARRY ALLARD,22,'Never mind that!' snapped Miss Swamp. 'Open those
L103,MISS NELSON IS MISSING,HARRY ALLARD,23,arithmetic books!'
L103,MISS NELSON IS MISSING,HARRY ALLARD,24,Miss Nelson's kids did as they were told.
L103,MISS NELSON IS MISSING,HARRY ALLARD,25,[[WORK
L103,MISS NELSON IS MISSING,HARRY ALLARD,26,TO BE DONE
L103,MISS NELSON IS MISSING,HARRY ALLARD,27,1. MATH
L103,MISS NELSON IS MISSING,HARRY ALLARD,28,2. POEMS
L103,MISS NELSON IS MISSING,HARRY ALLARD,29,3. ENGLISH 
L103,MISS NELSON IS MISSING,HARRY ALLARD,30,4. HISTORY
L103,MISS NELSON IS MISSING,HARRY ALLARD,31,5. GEOGRAPHY]]
L103,MISS NELSON IS MISSING,HARRY ALLARD,32,They could see that Miss Swamp was a real witch.
L103,MISS NELSON IS MISSING,HARRY ALLARD,33,She meant business.
L103,MISS NELSON IS MISSING,HARRY ALLARD,34,Right away she put them to work.
L103,MISS NELSON IS MISSING,HARRY ALLARD,35,And she loaded them down with homework.
L103,MISS NELSON IS MISSING,HARRY ALLARD,36,"'We'll have no story hour today,' said Miss Swamp."
L103,MISS NELSON IS MISSING,HARRY ALLARD,37,"'Keep your mouths shut,' said Miss Swamp."
L103,MISS NELSON IS MISSING,HARRY ALLARD,38,"'Sit perfectly still,' said Miss Swamp."
L103,MISS NELSON IS MISSING,HARRY ALLARD,39,"'And if you misbehave you'll be sorry,' said "
L103,MISS NELSON IS MISSING,HARRY ALLARD,40,Miss Swamp.
L103,MISS NELSON IS MISSING,HARRY ALLARD,41,The kids in Room 207 had never worked so hard. 
L103,MISS NELSON IS MISSING,HARRY ALLARD,42,Days went by and there was no sign of Miss Nelson.
L103,MISS NELSON IS MISSING,HARRY ALLARD,43,The kids missed Miss Nelson!
L103,MISS NELSON IS MISSING,HARRY ALLARD,44,[[POLICE STATION]]
L103,MISS NELSON IS MISSING,HARRY ALLARD,45,"Maybe we should try to find her, they said."
L103,MISS NELSON IS MISSING,HARRY ALLARD,46,Some of them went to the police.
L103,MISS NELSON IS MISSING,HARRY ALLARD,47,Detective McSmogg was assigned to the case.
L103,MISS NELSON IS MISSING,HARRY ALLARD,48,He listened to their story.
L103,MISS NELSON IS MISSING,HARRY ALLARD,49,He scratched his chin.
L103,MISS NELSON IS MISSING,HARRY ALLARD,50,"'Hmmmm,' he said. 'Hmmm.'"
L103,MISS NELSON IS MISSING,HARRY ALLARD,51,'I think Miss Nelson is missing.'
L103,MISS NELSON IS MISSING,HARRY ALLARD,52,Detective McSmogg would
L103,MISS NELSON IS MISSING,HARRY ALLARD,53,not be much help.
L103,MISS NELSON IS MISSING,HARRY ALLARD,54,Other kids went to Miss Nelson's house.
L103,MISS NELSON IS MISSING,HARRY ALLARD,55,"The shades were tightly drawn, and no one answered"
L103,MISS NELSON IS MISSING,HARRY ALLARD,56,the door.
L103,MISS NELSON IS MISSING,HARRY ALLARD,57,"In fact, the only person they did see was the wicked"
L103,MISS NELSON IS MISSING,HARRY ALLARD,58,"Miss Viola Swamp, coming up the street."
L103,MISS NELSON IS MISSING,HARRY ALLARD,59,"'If she sees is, she'll give us more homework.'"
L103,MISS NELSON IS MISSING,HARRY ALLARD,60,They got away just in time.
L103,MISS NELSON IS MISSING,HARRY ALLARD,61,Maybe something terrible happened to Miss Nelson!
L103,MISS NELSON IS MISSING,HARRY ALLARD,62,'Maybe she was gobbled up by a shark!' said one of the kids.
L103,MISS NELSON IS MISSING,HARRY ALLARD,63,But that didn't seem likely. 
L103,MISS NELSON IS MISSING,HARRY ALLARD,64,'Maybe Miss Nelson went to Mars!' said another kid.
L103,MISS NELSON IS MISSING,HARRY ALLARD,65,But that didn't seem likely either.
L103,MISS NELSON IS MISSING,HARRY ALLARD,66,'I know!' exclaimed one know-it-all. 'Maybe Miss Nelson's
L103,MISS NELSON IS MISSING,HARRY ALLARD,67,car was carried off by a swarm of angry butterflies!'
L103,MISS NELSON IS MISSING,HARRY ALLARD,68,But that was the least likely of all.
L103,MISS NELSON IS MISSING,HARRY ALLARD,69,The kids in Room 207 became very discouraged.
L103,MISS NELSON IS MISSING,HARRY ALLARD,70,It seemed that Miss Nelson was never coming back.
L103,MISS NELSON IS MISSING,HARRY ALLARD,71,And they would be stuck with Miss Viola Swamp forever.
L103,MISS NELSON IS MISSING,HARRY ALLARD,72,They heard footsteps in the hall.
L103,MISS NELSON IS MISSING,HARRY ALLARD,73,"'Here comes the witch,' they whispered."
L103,MISS NELSON IS MISSING,HARRY ALLARD,74,"'Hello, children,' someone said in a sweet voice. "
L103,MISS NELSON IS MISSING,HARRY ALLARD,75,[[THE CAPITAL of ENGLAND is 
L103,MISS NELSON IS MISSING,HARRY ALLARD,76,LONDON.
L103,MISS NELSON IS MISSING,HARRY ALLARD,77,THE CAPITAL of SWEDEN is
L103,MISS NELSON IS MISSING,HARRY ALLARD,78,STOCKHOLM.
L103,MISS NELSON IS MISSING,HARRY ALLARD,79,THE CAPITAL of is
L103,MISS NELSON IS MISSING,HARRY ALLARD,80,TOKYO.
L103,MISS NELSON IS MISSING,HARRY ALLARD,81,THE CAPITAL of ITALY is
L103,MISS NELSON IS MISSING,HARRY ALLARD,82,ROME.
L103,MISS NELSON IS MISSING,HARRY ALLARD,83,THE CAPITAL of GREECE is
L103,MISS NELSON IS MISSING,HARRY ALLARD,84,ATHENS.
L103,MISS NELSON IS MISSING,HARRY ALLARD,85,THE CAPITAL of CHINA is
L103,MISS NELSON IS MISSING,HARRY ALLARD,86,PEKING
L103,MISS NELSON IS MISSING,HARRY ALLARD,87,THE CAPITAL of DENMARK is
L103,MISS NELSON IS MISSING,HARRY ALLARD,88,CO n]]
L103,MISS NELSON IS MISSING,HARRY ALLARD,89,It was Miss Nelson!
L103,MISS NELSON IS MISSING,HARRY ALLARD,90,'Did you miss me?' she asked.
L103,MISS NELSON IS MISSING,HARRY ALLARD,91,'We certainly did!' cried all the kids.
L103,MISS NELSON IS MISSING,HARRY ALLARD,92,'Where were you?'
L103,MISS NELSON IS MISSING,HARRY ALLARD,93,"'That's my little secret,' said Miss Nelson."
L103,MISS NELSON IS MISSING,HARRY ALLARD,94,'How about a story hour?'
L103,MISS NELSON IS MISSING,HARRY ALLARD,95,"'Oh yes,' cried the kids."
L103,MISS NELSON IS MISSING,HARRY ALLARD,96,Miss Nelson noticed that during story hour no one
L103,MISS NELSON IS MISSING,HARRY ALLARD,97,was rude or silly.
L103,MISS NELSON IS MISSING,HARRY ALLARD,98,'What brought about this lovely change?' she asked.
L103,MISS NELSON IS MISSING,HARRY ALLARD,99,"'That's our little secret,' said the kids."
L103,MISS NELSON IS MISSING,HARRY ALLARD,100,Back home Miss Nelson took off her coat and hung it
L103,MISS NELSON IS MISSING,HARRY ALLARD,101,in the closet (right next to the ugly black dress).
L103,MISS NELSON IS MISSING,HARRY ALLARD,102,When it was time for bed she sang a little song.
L103,MISS NELSON IS MISSING,HARRY ALLARD,103,"'I'll never tell,' she said to herself with a smile. "
L103,MISS NELSON IS MISSING,HARRY ALLARD,104,P.S Detective McSmogg is working on a new case.
L103,MISS NELSON IS MISSING,HARRY ALLARD,105,He is now looking for Miss Viola Swamp.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,1,Gerald was a tall giraffe
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,2,whose neck was long and slim.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,3,But his knees were awfully crooked
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,4,and his legs were rather thin.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,5,He was very good at standing still
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,6,and munching shoots off trees.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,7,"But when he tried to run around,"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,8,he buckled at the knees.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,9,Now every year in Africa
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,10,"they hold the Jungle Dance,"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,11,where every single animal
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,12,turns up to skip and prance.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,13,[[Jungle Dance]] And this year when the day arrived
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,14,"poor Gerald felt so sad,"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,15,because when it came to dancing
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,16,he was really very bad.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,17,The warthogs started waltzing
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,18,and the rhinos rock'n' rolled.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,19,The lions danced a tango
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,20,that was elegant and bold.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,21,The chimps all did a cha-cha
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,22,"with a very Latin feel,"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,23,and eight baboons then teamed up
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,24,for a splendid Scottish reel.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,25,"Then he found a little clearing,"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,26,and he looked up at the sky.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,27,"'The moon can be so beautiful,'"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,28,he whispered with a sigh.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,29,'Excuse me!' coughed a cricket
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,30,who'd seen Gerald earlier on.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,31,'But sometimes when you're different
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,32,you just need a different song.'
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,33,'Listen to the swaying grass
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,34,and listen to the trees.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,35,To me the sweetest music
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,36,is those branches in the breeze.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,37,So imagine that the lovely moon
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,38,is playing just for you-
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,39,everything makes music
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,40,if you really want it to.'
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,41,"With that, the cricket smiled"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,42,and picked up his violin.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,43,Then Gerald felt his body
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,44,do the most amazing thing.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,45,"His hooves had started shuffling,"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,46,making circles on the ground.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,47,"His neck was gently swaying,"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,48,and his tail was swishing round.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,49,"He threw his legs out sideways,"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,50,and he swung them everywhere.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,51,Then he did a backward somersault
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,52,and leapt up in the air.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,53,Gerald felt so wonderful
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,54,his mouth was open wide.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,55,"'I am dancing! Yes, I'm dancing!"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,56,I AM DANCING!' Gerald cried.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,57,"Then, one by one, each animal"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,58,who'd been there at the dance
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,59,arrived while Gerald boogied on
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,60,"and watched him, quite entranced."
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,61,"They shouted, 'It's a miracle!"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,62,We must be in a dream.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,63,Gerald's the best dancer
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,64,"that we've ever, ever seen!'"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,65,'How did you learn to dance like that?
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,66,"Please, Gerald, tell us how.'"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,67,But Gerald simply twirled around
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,68,and finished with a bow.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,69,Then he raised his head and looked up
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,70,at the moon and stars above.
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,71,"'We all can dance,' he said,"
L104,GIRAFFES CAN'T DANCE,GILES ANDREAE,72,' when we find music that we love.'
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,1,[[ABC]]
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,2,[[STAGE COACH]]
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,3,[[ANNO 1976]]
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,4,"[[Since childhood Mitsumasa Annos has been fascinated by Europe, by its varied"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,5,"landscape, its art and architecture, its folklore and fairy tale, its people at their work "
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,6,and play. In 1963 and again in 1975 Anno left his native Japan and journeyed through
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,7,"many parts of Europe exploring, observing, painting and drawing as he went. He"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,8,"found a world new to him, as it will be to many of his readers, but a world that is"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,9,deeply rooted in ancient traditions. This book is a record of that journey. Go with the
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,10,lone traveler on his way and you will encounter the paintings of the French
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,11,"Impressionists, find musical notes from Beethoven's Ninth, tilt at the windmill with"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,12,"Don Quixote and Sancho Panza, help to pull up The Enormous Turnip. Every"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,13,double-page spread in this book contains a while host of friends for those who can
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,14,"find them, and each traveler with Anno can create his own version of the story."
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,15,"Mitsumasa Anno writes of his journey: I followed the path wherever it went, up and"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,16,"down hills, across rivers, through fields which spread out into great open spaces."
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,17,There were forests and rivers wherever I travelled; in the forests there were deer and 
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,18,in the rivers there were trout. At the end of the road there were always houses
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,19,"gathered together to make a town, and in every town there were gates, leading from"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,20,"shops to squares to plazas, through graveyards and gardens to churches and"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,21,cathedrals. One town had a castle in its midst; one castle was a town by itself. They
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,22,"gave me an image of the country, and each reflected the lie of that town, that "
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,23,country. 
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,24,"I wandered from town to town, from country to country and sometimes my"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,25,"journey was hard, but it is at just such times that the reward comes. When a man"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,26,"loses his way, he often finds himself  or some unlooked-for treasure. By the end of"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,27,"my journey, I realized that I had set out not to collect information but to lose my "
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,28,way  and to discover the world you will find in this book. 
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,29,"It is a world filled with variety, yet a simple place with a deep-rooted sense of"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,30,"culture, an appreciation of nature that preserves it from destruction and pollution"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,31,It is a beautiful world.'
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,32,Here are some things to look for in Anno's Journey:
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,33,"Details from paintings by Courbet, Millet, Renoir, Seurat and other; all sorts"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,34,"of children's games; an escaping prisoner; some characters from Sesame Street,"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,35,"from The Pied Piper of Hamelin, The Emperor's New Clothes, Red Riding Hood,"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,36,"Pinocchio, Don Quixote, and other beloved stories; a romantic tale, continued on"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,37,"several pages, of love and retribution; a race; Beethoven sitting at a window;"
L105,ANNO'S JOURNEY,MISTSUMASA ANNO,38,"an emptying bottle on a shop sign, to mention just a few.]]"
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,1,INTRODUCTION
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,2,When Jenny Linsky was having some of her first
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,3,adventures with the Cat Club I was working in the
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,4,"children's department of a public library, and"
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,5,living with a friend who had a bookshop in her house.
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,6,Of course we had Jenny's books in both the library
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,7,"and the bookshop. We also had two cats, Sherlock"
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,8,Holmes and Dr. Watson. It is partly because of
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,9,those cats that I remember so vividly the first time
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,10,I read THE CAT CLUB aloud to children.
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,11,I was on my way to the library one day when we
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,12,were expecting a class of second-graders from a
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,13,nearby school. Suddenly I heard a cat crying
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,14,behind me. It was Dr. Watson. I didn't have time to
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,15,take him back home and I didn't dare to leave him
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,16,"for fear he might get lost, so I picked him up and"
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,17,carried him into the library. Dr . Watson was used
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,18,to having books and people around him and he
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,19,settled himself comfortably on a table in front of
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,20,"the children. They were delighted, of course, and"
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,21,they loved THE CAT CLUB so much that I decided to
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,22,read it again the next day to the third-graders.
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,23,That day I hadn't even had time to begin reading
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,24,before a girl raised her hand and said
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,25,"reproachfully, ""When the second grade came, you had a CAT."""
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,26,"It really didn't seem fair, so I hurried back to the"
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,27,bookshop and got Sherlock Holmes. He too made
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,28,himself at home on the library table and greatly
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,29,amused the children by standing on his hind legs
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,30,and resting his front paws on the bookshelf above.
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,31,He seemed to be looking with interest at a copy of
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,32,THE CAT CLUB on display there. Then he settled
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,33,down for the story. The third grade love? it as much
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,34,as the second grade had. A few days later several
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,35,of the children came in to tell me that they were
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,36,organizing a Cat Club in their neighborhood; they
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,37,had already found thirty-seven cats who could join
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,38,I They wanted Sherlock Holmes and Dr. Watson to
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,39,"be in the club too, even if they couldn't come to the"
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,40,meetings. I signed their names and thus enrolled
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,41,them as Honorary Members of the Hudson
L106,JENNY AND THE CAT CLUB,ESTHER AVERILL,42,Avenue Cat Club.
