book_id,title,author,line_number,text
M1,"BARK, GEORGE",JULES FEIFFER,32,And pulled out a pig.
M1,"BARK, GEORGE",JULES FEIFFER,33,"Bark again, George."
M1,"BARK, GEORGE",JULES FEIFFER,34,George went: Moo.
M1,"BARK, GEORGE",JULES FEIFFER,35,The vet put on his longest latex glove . . .
M1,"BARK, GEORGE",JULES FEIFFER,36,"Then he reached deep, deep, deep, deep, deep, deep, deep, deep, deep, deep, deep, down inside of George . . ."
M1,"BARK, GEORGE",JULES FEIFFER,37,And pulled out a cow.
M1,"BARK, GEORGE",JULES FEIFFER,38,"Bark again, George."
M1,"BARK, GEORGE",JULES FEIFFER,39,George went: arf
M1,"BARK, GEORGE",JULES FEIFFER,40,George's mother was so thrilled that she kissed the vet . . .
M1,"BARK, GEORGE",JULES FEIFFER,41,And the cat.
M1,"BARK, GEORGE",JULES FEIFFER,42,And the duck.
M1,"BARK, GEORGE",JULES FEIFFER,43,And the pig.
M1,"BARK, GEORGE",JULES FEIFFER,44,And the cow.
M1,"BARK, GEORGE",JULES FEIFFER,45,"On the way home, she wanted to show George off to everyone on the street."
M1,"BARK, GEORGE",JULES FEIFFER,46,"So she said, Bark, George."
M1,"BARK, GEORGE",JULES FEIFFER,47,And George went:
M1,"BARK, GEORGE",JULES FEIFFER,48,Hello
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,1,"One day, Little Sal went with her mother to Blueberry Hill to pick blueberries."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,2,Little Sal brought along her small tin pail and her mother brought her large tin pail to put berries in.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,3,"We will take our berries home and can them, said her mother."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,4,Then we will have food for the winter.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,5,"Little Sal picked three berries and dropped them in her little tin pail . . . Kuplink, kuplank, kuplunk!"
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,6,She picked three more berries and ate them.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,7,Then she picked more berries and dropped one in the pail - kuplunk!
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,8,And the rest she ate.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,9,Then Little Sal ate all four blueberries out of her pail!
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,10,"Her mother walked slowly through the bushes, picking blueberries as she went and putting them in her pail."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,11,"Little Sal struggled along behind, picking blueberries and eating every single one."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,12,Little Sal hurried ahead and dropped a blueberry in her mother's pail.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,13,It didn't sound kuplink! because the bottom of the pail was already covered with berries.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,14,She reached down inside to get her berry back.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,15,"Though she really didn't mean to, she pulled out a large handful, because there were so many blueberries right up close to the one she had put in."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,16,"Her mother stopped picking and said, Now, Sal, you run along and pick your own berries."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,17,Mother wants to take her berries home and can them for next winter.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,18,"Her mother went back to her picking, but Little Sal, because her feet were tired of standing and walking, sat down in the middle of a large clump of bushes and ate blueberries."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,19,"On the other side of Blueberry Hill, Little Bear came with his mother to eat blueberries."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,20,"Little Bear, she said, eat lots of berries and grow big and fat."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,21,"We must store up food for the long, cold winter."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,22,Little Bear followed behind his mother as she walked slowly through the bushes eating berries.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,23,Little Bear stopped now and then to eat berries.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,24,Then he had to hustle along to catch up!
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,25,"Because his feet were tired of hustling, he picked out a large clump of bushes and sat down right in the middle and ate blueberries."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,26,"Over on the other side of the hill, Little Sal ate all of the berries she could reach from where she was sitting, then she started out to find her mother."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,27,"She heard a noise from around a rock and thought, That is my mother walking along!"
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,28,"But it was a mother crow and her children, and they stopped eating berries and flew away, saying Caw, Caw, Caw."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,29,"Then she heard another noise in the bushes and thought, That is surely my mother and I will go that way."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,30,But it was Little Bear's mother instead.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,31,"She was tramping along, eating berries, and thinking about storing up food for the winter."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,32,Little Sal tramped right along behind.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,33,"By this time, Little Bear had eaten all the berries he could reach without moving from his clump of bushes."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,34,Then he hustled off to catch up with his mother.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,35,He hunted and hunted but his mother was nowhere to be seen.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,36,"He heard a noise from over a stump and thought, That is my mother walking along."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,37,But it was a mother partridge and her children.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,38,"They stopped eating berries and hurried away. Then he heard a noise in the bushes and thought, That is surely my mother."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,39,"Then he heard a noise in the bushes and thought, That is surely my mother."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,40,I will hustle that way!
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,41,But it was Little Sal's mother instead!
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,42,"She was walking along, picking berries, and thinking about canning them for next winter."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,43,Little Bear hustled right along behind.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,44,Little Bear and Little Sal's mother and Little Sal and Little Bear's mother were all mixed up with each other among the blueberries on Blueberry Hill.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,45,"Little Bear's mother heard Sal walking along behind and thought it was Little Bear and she said, Little Bear, munch, munch, Eat all you -  gulp, can possibly hold! swallow."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,46,Little Sal said nothing.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,47,"She picked three berries and dropped them, kuplink, kuplank, kuplunk, in her small tin pail."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,48,Little Bear's mother turned around to see what on earth could make a noise like kuplunk!
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,49,"Grumph! she cried, choking on a mouthful of berries, This is not my child!"
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,50,Where is Little Bear?
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,51,She took one good look and backed away.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,52,"(She was old enough to be shy of people, even a very small person like Little Sal.)"
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,53,Then she turned around and walked off very fast to hunt for Little Bear.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,54,Little Sal's mother heard Little Bear tramping along behind and thought it was Little Sal.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,55,She kept right on picking and thinking about canning blueberries for next winter.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,56,Little Bear padded up and peeked into her pail.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,57,"Of course, he only wanted to taste a few of what was inside, but there were so many and they were so close together, that he tasted a Tremendous Mouthful by mistake."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,58,"Now, Sal, said Little Sal's mother without turning around, you run along and pick your own berries."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,59,Mother wants to can these for next winter.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,60,"Little Bear tasted another Tremendous Mouthful, and almost spilled the entire pail of blueberries!"
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,61,"Little Sal's mother turned around and gasped, My Goodness, you are not Little Sal!"
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,62,"Where, oh where, is my child?"
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,63,Little Bear just sat munching and munching and swallowing and licking his lips.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,64,Little Sal's mother slowly backed away.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,65,"(she was old enough to be shy of bears, even very small bears like Little Bear.)"
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,66,Then she turned and walked away quickly to look for Little Sal.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,67,She hadn't gone very far before she heard a kuplink! kuplank! kuplunk!
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,68,She knew just what made that kind of a noise!
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,69,Little Bear's mother had not hunted very long before she heard a hustling sound that stopped now and then to munch and swallow.
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,70,She knew just what made that kind of a noise!
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,71,"Little Bear and his mother went home down one side of Blueberry Hill, eating blueberries all the way, and full of food stored up for next winter."
M2,BLUEBERRIES FOR SAL,ROBERT MCCLOSKEY,72,"And Little Sal and her mother went down the other side of Blueberry Hill, picking berries all the way, and drove home with food to can for next winter - a whole pail of blueberries and three more besides."
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,1,"Brown Bear, Brown Bear, What do you see?"
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,2,I see a red bird looking at me.
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,3,"Red Bird, Red Bird, What do you see?"
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,4,I see a yellow duck looking at me.
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,5,"Yellow Duck, Yellow Duck,  What do you see?"
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,6,I see a blue horse looking at me.
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,7,"Blue Horse, Blue Horse,  What do you see?"
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,8,I see a green frog looking at me.
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,9,"Green Frog, Green Frog,  What do you see?"
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,10,I see a purple cat looking at me.
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,11,"Purple Cat, Purple Cat,  What do you see?"
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,12,I see a white dog looking at me.
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,13,"White Dog, White Dog, What do you see?"
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,14,I see a black sheep looking at me.
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,15,"Black Sheep, Black Sheep,  What do you see?"
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,16,I see a goldfish looking at me.
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,17,"Goldfish, Goldfish,  What do you see?"
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,18,I see a teacher looking at me.
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,19,"Teacher, Teacher, What do you see?"
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,20,I see children looking at me.
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,21,"Children, Children,  What do you see?"
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,22,"We see a brown bear, a red bird, a green frog, a black sheep, a goldfish, a yellow duck, a blue horse, a purple cat, a white dog and a teacher looking at us."
M3,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",BILL MARTIN JR,23,That's what we see.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,1,Farmer Brown has a problem.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,2,His cows like to type.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,3,All day long he hears
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,4,"Click, clack, moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,5,"Click, clack, moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,6,"Click, clack, moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,7,"At first, he couldn't believe his ears."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,8,Cows that type?
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,9,Impossible!
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,10,"Click, clack, moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,11,"Click, clack, moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,12,"Click, clack, moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,13,"Then, he couldn't believe his eyes."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,14,"Dear Farmer Brown,"
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,15,The barn is very cold at night.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,16,We'd like some electric blankets.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,17,"Sincerely, The Cows"
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,18,"It was bad enough the cows had found the old typewriter in the barn, now they wanted electric blankets!"
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,19,"No way, saud Farmer Brown."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,20,No electric blankets.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,21,So the cows went on strike.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,22,The left a note on the barn door.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,23,Sorry.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,24,We're closed.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,25,No milk today.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,26,No milk today! cried Farmer Brown.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,27,"In the background, he heard the cows busy at work:"
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,28,"Click, clack, moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,29,"Click, clack, moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,30,"Click, clack, moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,31,"The next day, he got another note:"
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,32,"Dear Farmer Brown,"
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,33,The hens are cold too.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,34,They'd like electric blankets.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,35,"Sincerely, The Cows"
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,36,The cows were growing impatient with the farmer.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,37,They left a new note on the barn door.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,38,Closed.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,39,No milk.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,40,No eggs.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,41,No eggs! cried Farmer Brown.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,42,In the background he heard them.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,43,"Click, clack, moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,44,"Click, clack, moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,45,"Click, clack, moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,46,Cows that type.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,47,Hens on strike!
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,48,Whoever heard of such a thing?
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,49,How can I run a farm with no milk and no eggs!
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,50,Farmer Brown was furious.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,51,Farmer Brown got out his own typewriter.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,52,Dear Cows and Hens:
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,53,There will be no electric blankets.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,54,You are cows and hens.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,55,I demand milk and eggs.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,56,"Sincerely, Farmer Brown"
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,57,"Duck was a neutral party, so he brought the ultimatium to the cows."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,58,The cows held an emergency meeting.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,59,"All the animals gathered around the barn to snoop, but none of them could understand Moo."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,60,"All night long, Farmer Brown waited for an answer."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,61,Duck knocked on the door early the next morning.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,62,He handed Farmer Brown a note:
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,63,"Dear Farmer Brown,"
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,64,We will exchange our typewriter for electric blankets.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,65,Leave them outside the barn door and we will send Duck over with the typewriter.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,66,"Sincerely, The Cows"
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,67,Farmer Brown decided this was a good deal.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,68,He left the blankets next to the barn door and waited for Duck to come with the typewriter.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,69,The next morning he got a note:
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,70,"Dear Farmer Brown,"
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,71,The pond is quite boring.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,72,We'd like a diving board.
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,73,"Sincerely, The Ducks"
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,74,"Click, clack, quack."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,75,"Click, clack, quack."
M4,"CLICK, CLACK, MOO COWS THAT TYPE",DOREEN CRONIN,76,"Click, clack, quack."
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,1,We were all sitting around the big kitchen table.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,2,It was Saturday morning.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,3,Pancake morning.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,4,Mom was squeezing oranges for juice.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,5,Henry and I were betting on how many pancakes we each could eat.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,6,And grandpa was doing the flipping.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,7,"Seconds later, something flew through the air headed toward the kitchen ceiling . . . and landed right on Henry."
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,8,"After we realized that the flying object was only a pancake, we all laughed, even Grandpa."
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,9,Breakfast continued quite uneventfully.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,10,All the other pancakes landed in the pan.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,11,"And all of them were eaten, even the one that landed on Henry."
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,12,"That night, touched off by the pancake incident at breakfast, Grandpa told us the best tall-tale bedtime story he'd ever told."
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,13,"Across an ocean, over lots of huge bumpy mountains, across three hot deserts, and one smaller ocean . . . there lay the tiny town of Chewandswallow."
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,14,"In most ways, it was very much like any other tiny town."
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,15,"It had a Main Street lined with stores, houses with trees and gardens around them, a schoolhouse, about three hundred people, and some assorted cats and dogs."
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,16,But there were no food stores in the town of Chewandswallow.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,17,They didn't need any.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,18,The sky supplied all the food they could possibly want.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,19,The only thing that was really different about Chewandswallow was its weather.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,20,"It came three times a day, at breakfast, lunch, and dinner."
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,21,Everything that everyone ate came from the sky.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,22,"Whatever the weather served, that was what they ate."
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,23,But it never rained rain.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,24,It never snowed snow.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,25,And it never blew just wind.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,26,It rained things like soup and juice.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,27,It snowed mashed potatoes and green peas.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,28,And sometimes the wind blew in storms of hamburgers.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,29,The people could watch the weather report on television in the morning and they would even hear a prediction for the next day's food.
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,30,"When the townspeople went outside, they carried their plates, cups, glasses, forks, spoons, knives and napkins with them."
M5,CLOUDY WITH A CHANCE OF MEATBALLS,JUDI BARRETT,31,That way they would always be prepared for any kind of weather.
