"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","workerId","qualtricsId","assignmentId","hitId","iso_identifier","responses","question_prompt","book_id","question_type","char_name","char_num","question_order","book_1","book_2","book_3"
"39326.60999998916","","","survey-text","10","477799","0.0-2.0-1.2-1.2","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""D1"":""slowly"",""D2"":""dizzy"",""D3"":"""",""D4"":"""",""D5"":""""}","<b> Use 2-5 words to describe CRANE TRUCK in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","L213","description","CRANE TRUCK,CEMENT MIXER,DUMP TRUCK,BULLDOZER,EXCAVATOR","0","","","",""
"12391.230000008363","","","survey-text","11","490200","0.0-2.0-1.3-0.3","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""A1"":""make"",""A2"":""build"",""A3"":"""",""A4"":"""",""A5"":""""}","<b> List 2-5 main activities CEMENT MIXER does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","L213","activity","CRANE TRUCK,CEMENT MIXER,DUMP TRUCK,BULLDOZER,EXCAVATOR","0","","","",""
"27786.17999999551","","","survey-text","12","517996","0.0-2.0-1.3-1.3","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""D1"":""happy"",""D2"":""slow"",""D3"":"""",""D4"":"""",""D5"":""""}","<b> Use 2-5 words to describe CEMENT MIXER in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","L213","description","CRANE TRUCK,CEMENT MIXER,DUMP TRUCK,BULLDOZER,EXCAVATOR","0","","","",""
"8893.479999998817","","","survey-text","13","526900","0.0-2.0-1.4-0.4","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""A1"":""make"",""A2"":""build"",""A3"":"""",""A4"":"""",""A5"":""""}","<b> List 2-5 main activities DUMP TRUCK does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","L213","activity","CRANE TRUCK,CEMENT MIXER,DUMP TRUCK,BULLDOZER,EXCAVATOR","0","","","",""
"14709.899999987101","","","survey-text","14","541619","0.0-2.0-1.4-1.4","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""D1"":""happy"",""D2"":""dizzy"",""D3"":"""",""D4"":"""",""D5"":""""}","<b> Use 2-5 words to describe DUMP TRUCK in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","L213","description","CRANE TRUCK,CEMENT MIXER,DUMP TRUCK,BULLDOZER,EXCAVATOR","0","","","",""
"6789.679999987129","","","survey-text","15","548419","0.0-2.0-1.5-0.5","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""A1"":""make "",""A2"":""build"",""A3"":"""",""A4"":"""",""A5"":""""}","<b> List 2-5 main activities BULLDOZER does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","L213","activity","CRANE TRUCK,CEMENT MIXER,DUMP TRUCK,BULLDOZER,EXCAVATOR","0","","","",""
"18249.970000004396","","","survey-text","16","566679","0.0-2.0-1.5-1.5","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""D1"":""hard"",""D2"":""tough"",""D3"":"""",""D4"":"""",""D5"":""""}","<b> Use 2-5 words to describe BULLDOZER in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","L213","description","CRANE TRUCK,CEMENT MIXER,DUMP TRUCK,BULLDOZER,EXCAVATOR","0","","","",""
"17728.665000002366","","","survey-text","17","584418","0.0-2.0-1.6-0.6","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""A1"":""turn"",""A2"":""stop"",""A3"":"""",""A4"":"""",""A5"":""""}","<b> List 2-5 main activities EXCAVATOR does in the story.</b> <br> <p style=""font-style: italic;""> An example of an activity is ""run"", ""play"", or ""eat."" To help answer these questions, you can reference the story below.</p>","L213","activity","CRANE TRUCK,CEMENT MIXER,DUMP TRUCK,BULLDOZER,EXCAVATOR","0","","","",""
"25401.66999999201","","","survey-text","18","609830","0.0-2.0-1.6-1.6","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""D1"":""happy "",""D2"":""dizzy"",""D3"":"""",""D4"":"""",""D5"":""""}","<b> Use 2-5 words to describe EXCAVATOR in the story.</b> <br> <p style=""font-style: italic;"">An example of a description word is ""pretty"", ""loud"", or ""clever."" To help answer these questions, you can reference the story below.</p>","L213","description","CRANE TRUCK,CEMENT MIXER,DUMP TRUCK,BULLDOZER,EXCAVATOR","0","","","",""
"11653.019999997923","","","survey-multi-choice","19","621487","0.0-3.0","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""book_1"":""not familiar"",""book_2"":""not familiar"",""book_3"":""not familiar""}","","","","","","[0,1,2]","SLOW LORIS","I'M A BIG SISTER","GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE"
"7765.625","","","survey-text","20","629257","0.0-4.0","67878","NA","","","Mon Sep 21 2020 19:02:13 GMT-0500 (北美中部夏令时间)","{""gender"":""male""}","What is your gender?","","","","","","","",""
