tsne_X,tsne_Y,word,gender,cluster_id
-9.263467307,-12.78185628,tiny,3.928571429,7
-5.525817614,-13.3655821,tip,2.642857143,7
2.445848913,-0.122495298,act,3.153846154,8
5.413626216,0.143241918,all,2.928571429,8
3.680729111,-0.193434771,also,3,8
3.574388739,-0.413023786,and,3.071428571,8
5.871890157,-0.696883518,been,3.0625,8
6.372845596,-0.592881003,being,3,8
2.625084538,-2.129870335,between,3,8
5.038076132,1.543935052,blind,2.785714286,8
4.250387604,-0.499251101,both,3,8
3.200998135,0.498108577,called,3.071428571,8
2.400083854,-2.933653002,covered,2.9,8
2.411451019,-2.448144822,covers,3.571428571,8
5.497272683,0.476240615,every,3,8
6.170957536,-0.030776522,except,2.928571429,8
3.556961271,-1.945423341,form,2.933333333,8
4.270624595,-0.821414821,has,2.866666667,8
6.4755827,-0.524689345,having,2.875,8
3.184753102,-2.098221328,its,3,8
4.962400879,0.657229304,list,2.8,8
2.852874229,-1.064596997,main,2.461538462,8
3.77794686,-0.474965449,mixed,3.214285714,8
3.196305834,0.864238235,name,3.133333333,8
3.005391793,1.123748414,named,3,8
2.143301856,-1.05044516,now,2.642857143,8
4.083265997,1.509631229,old,2.6,8
4.085589433,1.559573187,older,2.933333333,8
5.019714982,0.762693,one,2.857142857,8
5.990790467,0.094904715,only,3.1,8
2.520146856,-1.631648591,part,3.066666667,8
5.872359855,0.82145994,past,2.857142857,8
1.73320925,-1.27087458,people,3.1,8
3.903147339,-1.61484021,present,3.214285714,8
2.725829797,0.14564118,principal,2.142857143,8
5.350246613,0.081227625,same,3.1,8
5.0972968,-0.461570773,since,3.142857143,8
1.939867314,-1.266387279,today,3.142857143,8
4.834034707,-1.200503782,together,3.1,8
3.585985312,-1.315764259,umbrella,3.5,8
3.530787805,-0.110207949,under,2.9375,8
3.510307133,-1.670629362,which,3.071428571,8
4.69818623,-0.54761159,while,3.2,8
3.876512509,0.226700245,whose,2.9,8
20.07421749,-11.20758674,above,3.1,9
27.27754339,-12.44884543,alarm,2.882352941,9
24.8643866,-8.15153811,answer,3.125,9
24.9958392,-8.202699065,answers,3.153846154,9
20.07576844,-11.22266876,below,2.928571429,9
21.48470267,-9.122849386,check,3,9
21.46453367,-9.179747633,checked,2.615384615,9
28.0386462,-12.32658363,chirped,3.642857143,9
24.53485592,-9.006044536,desk,2.642857143,9
25.5189671,-7.498504067,homework,3.153846154,9
27.70251524,-8.144226507,lesson,3.176470588,9
27.94237055,-12.24773341,noise,2.6,9
22.14740307,-8.500008632,note,3.333333333,9
22.59020477,-8.151218776,page,3.3125,9
23.13621495,-8.005574774,please,3.571428571,9
24.40132187,-8.091716625,question,3.230769231,9
26.52772642,-8.214800079,read,3.4,9
27.12535826,-11.71322524,ringing,3.307692308,9
27.40309455,-12.53850288,signal,2.846153846,9
22.77763762,-9.631069265,snowman,2,9
21.90564403,-12.98167606,socks,2.7,9
21.00697438,-8.83679193,tag,2.882352941,9
22.42127669,-8.212307955,talk,3.714285714,9
26.48861049,-12.98476852,telephone,3.2,9
26.63802158,-8.234353741,write,3.333333333,9
-9.0485056,6.328603469,bang,2.285714286,10
-9.235889846,5.854053291,big,2,10
-10.13751375,8.463209048,bingo,3,10
-9.025875123,6.197942555,boom,2.333333333,10
-10.23837097,7.427287705,buzz,2,10
-12.19944751,6.791703615,chug,1.428571429,10
-11.53580707,8.171743471,goo,3,10
-8.375951882,7.13317417,hum,3.266666667,10
-9.064873428,8.468514721,jam,3.357142857,10
-12.30338734,7.169005914,licks,3.266666667,10
-9.046115717,4.801990995,little,3.785714286,10
-10.62712421,8.033330131,pinkalicious,4.733333333,10
-10.99638105,6.227164419,shake,3.1,10
-10.80760148,6.484583039,smash,2.307692308,10
-11.46955963,5.752384461,splash,3.333333333,10
-12.72969446,5.793852074,splosh,3.428571429,10
-11.55349508,6.272446036,swish,3,10
-11.263396,7.924333055,yummy,4.357142857,10
28.22769753,-3.760251746,congratulations,3.214285714,11
24.17563169,-3.457724513,everybody,3,11
23.79638241,-3.246192874,everyone,3.076923077,11
25.45200629,-3.436667192,forgot,3,11
27.34871818,-3.356576966,glad,3.357142857,11
26.78277004,-5.289233296,gotta,2.642857143,11
27.36835743,-5.509925703,hello,3.266666667,11
27.04067541,-5.514855021,hey,3.142857143,11
27.45058734,-5.622058443,hi,3.1875,11
27.41468183,-3.222499013,kindly,4.153846154,11
23.59523817,-5.158097988,loxy,4,11
25.32758437,-4.787821433,me,3.071428571,11
25.65700558,-4.73324808,my,2.9,11
24.92101962,-4.784400165,myself,2.923076923,11
23.64293303,-4.10101735,nobody,2.833333333,11
23.74053461,-6.285151677,ok,2.941176471,11
23.81576483,-6.104336819,okay,3.333333333,11
27.46429732,-3.712034916,sincerely,3.692307692,11
23.82308136,-4.222706525,somebody,3,11
23.96588351,-6.053119246,sorry,3.4,11
27.76416976,-4.041088692,thank,3.285714286,11
27.85810753,-4.119609811,thanks,3.384615385,11
25.88744943,-5.441740713,twinkle,4.153846154,11
24.3085504,-6.72607345,wow,3.285714286,11
24.11111422,-6.366755187,yeah,2.764705882,11
25.02587613,-4.764682557,you,2.8,11
25.50226104,-4.803809632,your,3.214285714,11
25.75089274,-4.670309841,yours,3.285714286,11
24.97210495,-4.728429226,yourself,3.357142857,11
18.97383559,1.583070297,find,2.9375,12
16.65556224,3.457213923,get,3.25,12
17.96026392,3.791136466,getting,3.1,12
17.9615123,3.449836237,going,2.933333333,12
18.14924457,3.392404281,gone,3.1,12
18.6347083,3.689355368,got,2.928571429,12
18.52899723,3.60149319,gotten,2.714285714,12
18.87192651,2.934385306,happened,2.857142857,12
20.42205149,2.987119414,looked,2.928571429,12
16.93282385,3.118723627,rid,2.6,12
19.66120866,1.98766604,searched,2.666666667,12
20.65802006,3.103617305,seemed,3.166666667,12
17.81471472,4.71206568,stumble,2.823529412,12
19.63685267,4.635444988,tried,3,12
17.88974913,4.203138377,trying,3.142857143,12
20.91502684,4.460634629,watched,2.6875,12
20.83734824,4.49150721,watching,3,12
5.002901214,26.19094333,brain,2.642857143,13
4.416208731,26.76615318,care,4,13
5.930464519,19.69212292,dream,4.1,13
5.95553021,19.74467834,dreams,3.6875,13
5.827893429,19.87820472,faraway,3.285714286,13
6.51865494,22.45519578,goodbye,3.1875,13
6.075408186,23.6321714,goodnight,3.357142857,13
7.060349771,18.52426392,heart,4.2,13
7.980727569,21.42988839,jealous,3.846153846,13
6.863666883,22.48629032,kiss,3.9,13
7.019427075,22.51598534,kisses,4.2,13
6.109046747,20.4093246,lonely,3.066666667,13
6.796071008,21.23169248,love,4.4,13
7.026038424,21.00250894,loved,4.3,13
7.206860261,21.29696956,loves,4.142857143,13
4.734126625,26.45172562,patient,3.230769231,13
5.906320781,22.11955445,smile,3.571428571,13
5.364025214,22.36487924,softly,4.714285714,13
6.472651362,19.08692212,soul,3.214285714,13
7.416298971,18.81018881,tears,3.923076923,13
4.237234586,26.98011161,vet,3,13
-9.671067716,14.71157688,circus,2.846153846,14
-9.66665353,14.72718608,clown,2.571428571,14
-4.950733763,15.99934352,cocky,1.6,14
-4.902390107,17.17736446,crazy,2.428571429,14
-6.867751653,15.16996079,cute,4.642857143,14
-4.371553248,15.04618817,favorite,3.166666667,14
-7.08057957,15.6920761,fun,3,14
-6.927362371,14.08691316,grouchy,2,14
-6.969281165,14.37954745,grumpy,1.857142857,14
-7.847466489,16.47337194,kids,3.9,14
-4.647016968,15.42794972,likes,3.533333333,14
-7.150509035,15.1014055,naughty,3.428571429,14
-7.454378046,14.78840564,poky,2.928571429,14
-6.41324446,15.29640063,scary,2.857142857,14
-4.992534364,15.37864921,shy,4.071428571,14
32.20620144,-0.111665851,bless,3.5,15
34.12889939,-3.1695253,coughed,2.705882353,15
29.36909892,-2.378198085,dear,4.642857143,15
29.53777787,-2.291821601,dearest,4.642857143,15
31.00422225,0.482411852,deeds,2.769230769,15
31.40141732,0.295989439,god,2.2,15
34.47909982,-1.929434688,gulped,2.615384615,15
31.36476257,0.381221724,heaven,3.5,15
29.47161251,-0.683802428,pardon,3.285714286,15
32.46358067,0.118385677,pray,3.285714286,15
32.76927972,0.307995257,prayers,3.357142857,15
31.03350361,-0.990136641,shall,3.133333333,15
34.10936707,-3.255044646,smelled,2.647058824,15
34.08251557,-3.355856683,sniffed,2.692307692,15
31.80980079,-0.85842638,thee,3.176470588,15
31.79321018,-0.93828719,thou,2.733333333,15
31.81371764,-0.975516742,thy,2.923076923,15
-14.69198683,24.37850428,arabella,4.466666667,16
-14.34000565,23.30172229,dame,4.846153846,16
-12.79739999,22.40870143,duchess,4.785714286,16
-14.89570601,23.86052342,elizabeth,4.9,16
-15.53734356,23.85589427,frances,3.2,16
-15.11964766,22.87208426,grace,4.4,16
-15.71766721,23.6794799,harriet,4.533333333,16
-15.84035212,20.79883979,hiroko,3.153846154,16
-12.6187952,23.3270224,lady,4.9,16
-13.0492433,24.06154907,madame,4.916666667,16
-15.05489466,23.79707079,margaret,4.9,16
-14.97269422,23.74113391,mary,4.785714286,16
-15.16497471,21.98112591,miss,3.142857143,16
-12.26628124,23.78261882,mistress,4.769230769,16
-16.14556945,22.99751662,mrs,4.928571429,16
-12.54150095,22.48853835,princess,4.928571429,16
-12.53944797,22.8585448,queen,4.928571429,16
-3.382232526,-16.88701906,axe,1.357142857,17
-0.835382666,-17.48927747,ball,2.625,17
-0.869445313,-17.54758447,balls,1.769230769,17
-0.826466843,-17.62548412,batter,2.571428571,17
-3.425138698,-16.71084142,blade,2,17
-3.647408299,-15.41238542,bow,2.769230769,17
-5.411749537,-17.25348009,finger,3,17
-5.555125125,-17.26860539,fingers,3.375,17
-3.638471782,-15.55244159,hand,3.071428571,17
-3.775769142,-15.54275901,hands,3.357142857,17
-1.762152858,-19.93655355,iron,2.529411765,17
-3.446996229,-16.85410202,knife,2.333333333,17
-2.460122429,-15.60857949,pocket,2.928571429,17
-1.796039646,-19.94037648,steel,1.769230769,17
-2.034884552,-17.20411159,stick,2.333333333,17
-2.006142288,-17.27315395,sticks,2.714285714,17
-2.778203505,-19.25472925,stone,2,17
-5.260635683,-17.25051056,thumb,2.833333333,17
-2.964291677,-19.2668366,wood,1.583333333,17
-2.847187165,-19.38880757,wooden,2.6,17
21.50046607,-1.885179762,believe,3.428571429,18
20.30925743,0.819646122,curious,3.928571429,18
22.36404832,-1.460292805,excuse,3.357142857,18
23.1189686,1.169834005,feels,4,18
21.77928013,-1.450227916,insist,2.857142857,18
22.77292091,0.855883872,knows,3.142857143,18
22.58873905,-1.261238892,mistake,3,18
21.09465754,-1.463397182,prove,2.428571429,18
22.4297748,0.79447387,says,3.125,18
21.40744965,1.750140796,secret,3.916666667,18
21.25585046,0.472589013,talking,3.5,18
22.96216366,-0.148322172,tell,3.083333333,18
22.78865335,1.387864269,telling,3.071428571,18
23.02071655,0.932662631,thinks,3.142857143,18
21.88884681,1.334960039,truth,3.071428571,18
23.24792673,0.825571085,wants,2.928571429,18
-17.80810617,11.73982611,american,3,19
-20.90545492,14.27025441,amos,1.9,19
-16.81096301,11.49484456,apgar,2.3,19
-19.73629451,11.50859331,barber,1.166666667,19
-19.67270171,12.36980996,bly,3.1,19
-17.68881233,11.5799438,california,3.142857143,19
-20.54244134,13.46981487,clifford,1.1,19
-20.7621091,12.97690753,colvin,2,19
-19.54909127,10.80316885,decker,2.533333333,19
-20.90489357,12.94954274,duncan,1.4,19
-19.72643736,14.56843828,george,1.166666667,19
-18.65146905,11.33213664,gore,2.117647059,19
-20.88578298,12.365150270000001,griffith,1.8,19
-19.38703714,14.707349,henry,1,19
-19.74975301,13.72069169,hester,2.833333333,19
-20.26565619,14.31968971,james,1.142857143,19
-19.9200643,13.0014699,keller,3.3,19
-21.62788242,13.31734416,lee,2.142857143,19
-17.14509637,11.56600282,lemlich,2.5,19
-20.20575475,11.80473606,lessmore,2.8,19
-20.40850539,12.64169548,marshall,1.428571429,19
-19.76864457,13.92877492,mortimer,1.066666667,19
-21.6447004,13.36470927,mulligan,1.9,19
-20.54907225,12.82415007,nelson,1.3,19
-19.09127725,13.27582014,solomon,1.214285714,19
-19.84796736,14.55369643,thomas,1.5,19
-18.18553777,12.63275962,tubman,2.4,19
-17.82916468,11.73266524,virginia,4.8,19
-17.82323915,11.78035631,york,2.416666667,19
18.81661135,-8.217759127,anywhere,2.923076923,20
14.56233252,-7.641142014,better,3,20
14.25770979,-7.2031875,comfortable,3.615384615,20
13.40007459,-7.51698456,difficult,2.642857143,20
13.99301375,-8.26390609,easy,3,20
18.03013382,-7.615130115,everywhere,2.857142857,20
15.22614915,-8.365023307,excellent,2.666666667,20
13.343835,-6.611053998,extremely,2.666666667,20
15.54126001,-9.109503279,fair,3.571428571,20
16.0111342,-9.919636037,fine,3.384615385,20
15.34893801,-8.419275772,good,3.3125,20
16.3700278,-7.151174218,gracefully,4.307692308,20
14.40164469,-8.904131844,handy,2.2,20
12.80955101,-8.897918669,hard,1.7,20
12.85357643,-8.914509266,harder,1.916666667,20
17.47728862,-8.930828904,lot,3,20
17.49094026,-8.99459607,lots,3.071428571,20
15.44533631,-8.657212325,luck,3.3,20
15.9534752,-8.216633266,nice,4.214285714,20
16.6137702,-7.211155484,nicely,4.076923077,20
18.54701758,-7.983911835,nowhere,2.846153846,20
16.70329998,-6.771559276,perfectly,3.466666667,20
14.12023656,-8.593214874,quick,2.714285714,20
14.43858866,-5.895447348,quite,3.571428571,20
12.78302106,-9.248294411,scratch,2.214285714,20
18.88044585,-8.136979024,somewhere,3.142857143,20
12.65155417,-6.58237283,strong,1.8,20
15.42866644,-6.144149122,terribly,2.923076923,20
15.11477423,-6.101179981,too,2.846153846,20
12.42964874,-8.345504446,tough,2,20
13.55334663,-6.445663756,very,3.1,20
13.10664259,-6.379407669,weak,4.142857143,20
13.97281411,-5.6351010520000004,wildly,2.928571429,20
15.35987741,-6.031780841,worse,2.714285714,20
6.061810887,-10.44163143,blow,2.533333333,21
1.373193301,-8.825234062,bottom,3.076923077,21
4.362275905,-9.627684444,break,2.714285714,21
3.935346865,-9.456675928,breaks,2.615384615,21
6.781465127,-10.9569152,broken,3,21
6.6217128,-11.23277742,cut,2.428571429,21
5.409522658,-10.08947955,down,2.833333333,21
5.057319935,-12.08624045,drop,3.142857143,21
3.305174997,-9.233037185,ends,2.846153846,21
3.599868291,-8.325024361,fall,2.857142857,21
3.76413803,-8.255946476,fallen,3,21
3.696709908,-8.493860035,falling,3,21
3.26704581,-8.782530665,falls,3.2,21
5.67119695,-12.4852282,freeze,2.846153846,21
3.061903513,-12.56273869,hang,2.5,21
3.008897077,-12.81595084,hanging,2.583333333,21
3.379431327,-10.74998431,hold,3,21
3.018611315,-12.64265445,hung,2,21
5.877697836,-10.59363923,knock,2.571428571,21
4.316367543,-11.71803567,lift,2.25,21
4.770033657,-11.03318487,lifted,2.357142857,21
5.064792361,-10.23837749,lying,2.642857143,21
5.621194252,-9.751028713,off,2.846153846,21
4.851710258,-12.28086622,pull,2.4,21
2.380584831,-11.430476,sat,3,21
4.877881503,-9.670848794,shut,2.75,21
2.295093474,-11.25867456,sit,3.2,21
2.299827316,-11.33313693,sitting,3.153846154,21
2.288935478,-10.82264031,stand,2.5,21
2.203069939,-10.90717176,standing,2.714285714,21
2.104377507,-10.59208868,stands,2.785714286,21
1.360017898,-8.79389071,table,2.9375,21
0.935158763,-11.05061732,walk,3.071428571,21
0.863927689,-11.09619155,walking,3.285714286,21
13.27319872,1.062285878,able,2.6,22
13.05178362,0.836793188,allowed,3.071428571,22
13.95606977,2.79132045,choose,3,22
16.02923113,1.533976699,comes,2.714285714,22
13.41350726,0.111180763,could,3.076923077,22
13.44074034,0.612638261,did,2.833333333,22
14.42595606,-0.507484617,ever,3,22
15.04453192,-0.375184426,forgotten,3.071428571,22
16.52513835,1.824207994,gets,2.875,22
13.81843652,3.059240893,give,3.333333333,22
16.00258605,0.597613047,gives,3.5,22
16.11609547,1.650309911,goes,2.9,22
14.78543971,3.04934935,lose,2.933333333,22
13.75176536,2.908214878,make,3.2,22
16.015927,0.261875866,makes,2.857142857,22
13.34534749,0.07106798,meant,2.928571429,22
14.54961759,-0.520714015,never,2.857142857,22
13.18518877,2.02015643,put,3.125,22
15.95304587,1.573059547,takes,2.666666667,22
13.30878836,0.325446569,would,2.846153846,22
11.85731074,-1.301491432,alone,3.214285714,23
13.13731641,-2.011878624,already,3.142857143,23
14.87892826,-3.512815055,always,3.2,23
13.39476818,-2.711835386,because,3.142857143,23
12.81169974,-3.015485353,but,3.0625,23
13.41910741,-1.644692961,cause,3.1,23
12.452822,-0.825771687,change,3.142857143,23
12.29757731,-4.075079986,clear,3.285714286,23
11.86934288,-3.310167128,completely,2.933333333,23
12.18632438,-3.278612004,crossly,3.416666667,23
13.35855276,-2.672085534,discouraged,2.916666667,23
13.56883079,-3.135995208,even,3.076923077,23
14.73924586,-2.903482899,indeed,3.2,23
13.65860269,-3.855723078,likely,3.214285714,23
11.00989552,-2.418399337,means,3,23
13.0894399,-4.765866506,much,3.1,23
14.39906672,-2.606399614,neither,3.071428571,23
12.27614886,-2.200681582,no,2.785714286,23
12.20308687,-1.937991904,none,2.928571429,23
14.33078939,-4.318985578,perhaps,3.307692308,23
13.65847312,-4.095394922,possibly,3.307692308,23
13.81162168,-4.129306524,probably,3.071428571,23
11.09528088,-2.28100821,proper,3.470588235,23
13.01977833,-3.87707617,rather,2.9,23
12.60075266,-5.198953655,scarcely,3.071428571,23
14.78478377,-2.138418062,supposed,3.285714286,23
12.87451431,-3.130160614,though,3,23
14.86329401,-2.197157999,thought,3.333333333,23
13.58622099,-1.143321553,treat,3.533333333,23
15.23385602,-1.55296626,TRUE,3.230769231,23
15.75185158,-1.569433881,truly,3.214285714,23
15.18801283,-3.071804254,whenever,3.142857143,23
11.43093283,-1.731014818,without,2.857142857,23
14.2635028,-2.790950228,yet,2.785714286,23
2.309584546,14.25040317,amble,3,24
2.259581412,16.34225009,book,3.1,24
2.238236923,16.30920973,books,2.923076923,24
2.279513218,14.38502244,english,2.928571429,24
4.676830731,15.07855702,kindergarten,3.357142857,24
5.423937598,14.76966146,learning,3.307692308,24
6.134060329,17.27564357,life,3.4,24
6.143486931,17.17230722,lives,3.066666667,24
6.223748915,17.04676812,living,3.071428571,24
2.652646113,17.8294697,narrator,2.166666667,24
2.809991633,17.01544944,poem,4,24
6.035576951,13.83562856,practice,2.941176471,24
5.973563228,13.92351444,practicing,3.133333333,24
4.777229597,14.86338842,school,3,24
4.99713976,14.85864309,students,3.214285714,24
5.636214454,14.7182164,teach,3.538461538,24
4.691279518,14.93687472,teacher,4,24
3.072182633,15.60170646,writing,3.571428571,24
2.988045267,15.80526919,written,3.214285714,24
3.013040197,15.78012856,wrote,3.071428571,24
17.97631938,21.91195129,ah,3.1,25
19.77769281,17.75695737,growl,2.166666667,25
17.96302669,21.88812202,oh,3.333333333,25
19.91227346,17.83616759,roar,2.214285714,25
19.9509372,17.86203145,roars,2,25
22.96653311,16.07663343,rushing,2.428571429,25
24.68446429,19.59273061,swam,3.153846154,25
24.67981464,19.60671363,swim,3.428571429,25
17.99376092,21.91354359,uh,3.25,25
22.91328944,16.19509429,yard,2.2,25
19.04147909,-1.159712264,doing,2.923076923,26
18.73864425,-1.583626953,done,2.785714286,26
18.80443533,0.432067126,glance,3.75,26
20.15081172,-1.466818568,goodness,3.5,26
18.55469629,0.053308827,hook,2.4,26
17.01746625,-0.986778093,idea,3.166666667,26
16.8646784,-0.864186122,ideas,3.066666667,26
18.93472882,0.729612918,look,3.5,26
19.00157239,0.969721111,looking,3.214285714,26
18.82135738,0.381123674,looks,3.142857143,26
20.11072852,-0.858657445,mind,2.923076923,26
17.43003615,-0.883127712,moment,3.285714286,26
17.65267798,-2.005299859,person,3,26
17.75498115,0.782304465,pointed,3.076923077,26
