book_id,title,corpus_type,token_ci_lower,token_ci_upper,token_gender_mean,type_ci_lower,type_ci_upper,type_gender_mean,prop_present_token,prop_present_type
M19,"NO, DAVID!",all,2.493603300743375,2.9473873262766648,2.7088243912949794,2.875168216324992,3.3033388162957493,3.0812627935789703,0.9433962264150944,0.9333333333333333
M20,OWL MOON,all,2.9290869546994625,3.006782237620323,2.9696059247874973,2.9272084220005223,3.0453364904930655,2.987373732678912,0.8277027027027027,0.8401486988847584
M21,STELLALUNA,all,3.1996582672800318,3.2873877905801243,3.241218062351907,3.0244957185648844,3.124339802642696,3.073781341331904,0.8056265984654731,0.6666666666666666
M22,SYLVESTER AND THE MAGIC PEBBLE,all,2.7335397319784613,2.8348848634192554,2.7862986061417105,2.9710036689748467,3.090792348143902,3.0314970969035895,0.8184306569343066,0.726027397260274
M23,THE GIVING TREE,all,2.8730905452781244,2.98784661964504,2.9336894406303635,2.930482461013252,3.130960264364159,3.024035852321698,0.90625,0.920863309352518
M24,THE POLAR EXPRESS,all,2.9221694202829065,3.0030066470797956,2.9628477933861626,2.9491708425547536,3.0657360290922107,3.0053272234578317,0.7992471769134254,0.7763157894736842
M25,DEAR ZOO,all,2.3729451203558347,2.7211702806122444,2.558894230769231,2.3923680124223607,2.947811056696926,2.676534878165313,0.8842105263157894,0.8846153846153846
M26,THE LITTLE HOUSE,all,3.130041207940666,3.207686081223988,3.170663794667665,2.967294081160545,3.083678498315749,3.028607141552389,0.9214354995150339,0.8117977528089888
M27,THE LORAX,all,2.8267170942352595,2.899442027515027,2.860535606646562,2.901977453140337,3.0075429927020396,2.9531692861296444,0.7469304229195088,0.6738410596026491
M28,THE RUNAWAY BUNNY,all,2.9950407398826076,3.1607995811083165,3.0792676199302704,2.804168318020777,3.103569476971116,2.9610393022278267,0.7904761904761904,0.8243243243243243
M29,"ALEXANDER AND THE TERRIBLE, HORRIBLE, NO GOOD, VERY BAD DAY",all,2.842000208387369,2.9478078499911082,2.893276023027154,2.870573687793115,3.020472581469099,2.945787416917448,0.8084033613445378,0.7916666666666666
M30,A BAD CASE OF STRIPES,all,3.2034179812831542,3.302902598297356,3.253633067012363,3.0171987565438725,3.123285369825842,3.0697835075155977,0.798951048951049,0.7075098814229249
M31,DON'T LET THE PIGEON DRIVE THE BUS,all,2.878656771469272,3.03127606367991,2.9540500453961993,2.8852376248181044,3.102815291158613,2.9962247227658185,0.7959183673469388,0.8902439024390244
M32,THE NAPPING HOUSE,all,2.962825148868589,3.126528706286833,3.0409290335567425,2.782748265973056,3.1589696295184737,2.963167702978627,0.8201438848920863,0.7
M33,MIKE MULLIGAN AND HIS STEAM SHOVEL,all,2.7702492020598424,2.8555357411787146,2.8117288169779795,2.830111288509753,2.9646070492145653,2.8993750312949538,0.8965250965250965,0.8033240997229917
M34,THE STORY OF BABAR,all,2.8008621800512397,2.9182017220777756,2.8584822380422166,2.9584653430908787,3.095471893323045,3.028374267434941,0.8395604395604396,0.727710843373494
M35,WHERE THE WILD THINGS ARE,all,2.6948416128405626,2.8541530707917264,2.777500771618419,2.823300974681183,3.046973322893973,2.9406800148834464,0.9316546762589928,0.8852459016393442
M36,THE TALE OF PETER RABBIT,all,2.720120790563776,2.8484642182078326,2.7840040200149234,2.956099107009864,3.0850832826478927,3.018961038929379,0.842741935483871,0.7577464788732394
M37,THE STORY OF FERDINAND,all,2.7402656786561304,2.876957299148905,2.806151518509884,2.9003035734330824,3.1065198936976826,3.0022054475717073,0.8576449912126538,0.7871287128712872
M38,ARE YOU MY MOTHER?,all,2.9975686625532934,3.1642590345958683,3.0819550156128024,2.908504947433519,3.182116722563151,3.0435588221302505,0.9277566539923955,0.9625
M39,CHRYSANTHEMUM,all,3.4520247347992123,3.5641066216816095,3.509522641530568,3.14527123358589,3.3045736526859266,3.2224336054688147,0.8041804180418042,0.6797385620915033
M40,DRAGONS LOVE TACOS,all,2.921930649273039,3.079816207585506,3.00205987560256,2.966436445333504,3.13472957322222,3.0447524123994714,0.6994949494949495,0.7115384615384616
M41,LITTLE BLUE TRUCK LEADS THE WAY,all,2.7188238274712,2.8703156995116674,2.792884676655934,2.7776683011261185,2.971250087416883,2.87670734623134,0.7728937728937729,0.6951219512195121
M42,IF YOU GIVE A MOUSE A COOKIE,all,2.501436383766892,2.765689934165757,2.632385200929568,2.903715203945951,3.14745357543321,3.029397305480897,0.7729257641921398,0.7378640776699029
M43,"OH, THE PLACES YOU'LL GO",all,2.9243991233617193,2.9756293829571967,2.9517081541646757,2.888523567680277,3.003556243366292,2.9508449248645325,0.7780784844384303,0.6835443037974683
M44,THE LITTLE ENGINE THAT COULD,all,2.9122428684237915,3.023285932331638,2.9692546892367755,2.9433498949713837,3.1166431206523946,3.0259178949038477,0.8599269183922046,0.7976190476190477
M45,GOODNIGHT MOON,all,3.1549535233049264,3.3123268366412497,3.2350256036480527,3.0358718234890114,3.3448175080128206,3.1835657051282054,0.9245283018867925,0.8695652173913043
M46,CHICKA CHICKA BOOM BOOM,all,2.8738946848739495,3.0198879740357683,2.9485800689506574,2.887859819918644,3.1104587385653564,2.999336488674724,0.6756756756756757,0.6875
M47,I'M A BIG SISTER,all,3.1530674657683586,3.3480862849947672,3.2569422640851213,3.111026007326007,3.3525208333333336,3.228096459096459,0.8842105263157894,0.974025974025974
M48,GREEN EGGS AND HAM,all,2.897483918729246,2.9537673136832017,2.9252980041765086,2.815754752004752,3.071777577715078,2.9499047124047126,0.8155487804878049,0.9024390243902439
M49,CURIOUS GEORGE TAKES A JOB,all,2.6465903505011408,2.7486052327662884,2.6986898466522846,2.922859960740048,3.028644556213143,2.9746181821555022,0.9203629032258065,0.8508997429305912
M50,THE PIGEON FINDS A HOT DOG!,all,2.9419508124584484,3.1133688871669642,3.0302468521925534,2.914270674379462,3.153706392550715,3.0367345046467515,0.7905405405405406,0.782051282051282
M51,DINOSAUR RESCUE,all,2.6779748689657232,2.8438560744810744,2.7647138092260044,2.7232053453012504,2.947169382341796,2.8367468738158395,0.754601226993865,0.7435897435897436
M52,DUCK ON A BIKE,all,2.793227636398689,2.9228559419381783,2.859743429085534,2.810721468898074,3.018973287797829,2.92310170716134,0.8990536277602523,0.8449612403100775
M53,HARRY THE DIRTY DOG,all,2.58541891965173,2.762487845654084,2.6732500920615223,2.869455035065615,3.0384430208783693,2.9545960578772195,0.8977900552486188,0.8520408163265306
M54,HOW DO DINOSAURS SAY GOOD NIGHT?,all,2.60212054077928,2.8709796103601417,2.7322336218353915,2.7081893833367894,3.047892282638745,2.878792591056742,0.904,0.8153846153846154
M55,LILLY'S PURPLE PLASTIC PURSE,all,3.2490275987638984,3.3493694988250358,3.300786576510224,2.9903135274104544,3.1111852385821877,3.051998536296842,0.7832919768403639,0.6879271070615034
M56,LLAMA LLAMA RED PAJAMA,all,3.176098914487072,3.4198428362573097,3.2971360023991605,3.085588521466279,3.3658430968541264,3.225693546649429,0.8221153846153846,0.7311827956989247
M57,MAISY GOES TO THE LIBRARY,all,3.099328449328449,3.342418612637363,3.220610500610501,2.9607848607154166,3.223031460566183,3.089602835436169,0.8522727272727273,0.84375
M58,OLIVIA,all,3.382805929589842,3.599499026757995,3.4911018167184085,3.038597673910174,3.2705113664488663,3.1592486717486716,0.8955823293172691,0.8409090909090909
M59,THE BERENSTAIN BEARS FORGET THEIR MANNERS,all,2.925349330683513,3.0295586030636916,2.9731824542822807,2.878283652123773,3.009339154831538,2.945290546758896,0.8272189349112427,0.7342857142857143
M60,THIS IS NOT MY HAT,all,2.713324886578563,2.9161132733007737,2.816608270088662,2.787982957088161,3.0208599087564023,2.9088573003165763,0.84375,0.9420289855072463
M61,THERE'S AN ALLIGATOR UNDER MY BED,all,2.7424855873293374,2.9580795419857924,2.847534756909757,2.8260973271520147,3.07055147977023,2.956038752913753,0.8048780487804879,0.8888888888888888
M62,THE VERY HUNGRY CATERPILLAR,all,2.632573433950016,2.884182284464419,2.754219443376182,2.9272508334890954,3.184803529729779,3.062275540429332,0.8876404494382022,0.8383838383838383
M63,KNUFFLE BUNNY,all,3.1100817174752104,3.3890794208162713,3.248925228550265,2.958031329962308,3.217945506184637,3.0835790731008124,0.861271676300578,0.8241758241758241
M64,LADYBUG GIRL AT THE BEACH,all,3.2593078141576877,3.3855382978069937,3.318835703660462,2.9742740670012418,3.1180993133656805,3.0467200351204364,0.8161094224924013,0.7181818181818181
M65,A SICK DAY FOR AMOS MCGEE,all,2.7323906147727595,2.8872126051436537,2.8097786952226462,2.915957390457547,3.073935106707713,2.9966781584428643,0.8153846153846154,0.7421052631578947
M66,FROGGY GOES TO BED,all,2.867015537464986,3.0417543860587224,2.956248597855432,2.9297434781892093,3.1444150017929102,3.0409824463654576,0.8192771084337349,0.783625730994152
M67,GOLDILICIOUS,all,3.1209930059024424,3.269784345027585,3.1924157130722643,3.0172184305903214,3.2001060392617218,3.110416886339915,0.7490842490842491,0.7175572519083969
M68,MAISY GOES CAMPING,all,2.8569307772586257,3.0749939889137132,2.961524916165122,2.8795200195462805,3.123376642323596,2.998592043655069,0.8583333333333333,0.8289473684210527
M69,OLIVIA. . . AND THE MISSING TOY,all,3.1669911069037013,3.36609136590883,3.2679872532670657,2.963230189558855,3.1734376118943053,3.071658954871541,0.8801369863013698,0.85
M70,LLAMA LLAMA HOME WITH MAMA,all,3.088419019003976,3.2533887068423644,3.1699232093621377,2.916387503822869,3.1117488931056294,3.0089666263527746,0.785,0.7045454545454546
M71,HOW TO TRAIN A TRAIN,all,2.838060980613965,2.9282426840928677,2.883303475047636,2.8677524338826776,3.0106681331092013,2.938385437131112,0.8309572301425662,0.7669172932330827
M72,PETE THE CAT: THE WHEELS ON THE BUS,all,2.74986037648382,2.8791699772392194,2.8191144954630434,2.5986366758241757,3.0094104516806723,2.8124434389140274,0.8253424657534246,0.8095238095238095
M73,CHARLIE AND THE NEW BABY,all,3.068192099590199,3.204600033845178,3.1332106064486753,3.0024693918899366,3.189545676694903,3.101727525108781,0.8103975535168195,0.7790697674418605
M74,BEAR WANTS MORE,all,2.575014415756727,2.7717314361509042,2.6756819777597176,2.859820196327549,3.0646358591946825,2.9595615735321616,0.8006644518272426,0.6894409937888198
M75,CHICKA CHICKA 1-2-3,all,2.9399888813109967,3.0532606015779096,2.9973638540946235,2.924211657277322,3.1089682153289746,3.017822947095099,0.7114427860696517,0.7383177570093458
M76,CLIFFORD AT THE CIRCUS,all,2.6728742346297496,2.866939693612488,2.7706233989322224,2.8707440619276556,3.0605392342032967,2.967227564102564,0.8571428571428571,0.8247422680412371
M77,THE CAT IN THE HAT,all,3.017786013495005,3.081464122678531,3.0498651874825216,2.907428558312348,3.0582986770429326,2.986941445247971,0.9155844155844156,0.9056603773584906
M78,THE DUCKLING GETS A COOKIE!?,all,2.9927430802907247,3.1230896598566167,3.0585467703564944,2.926460462790886,3.1164042669952594,3.0266193977591036,0.7424242424242424,0.7692307692307693
M79,THE GROUCHY LADYBUG,all,2.9212932028169587,3.026448492233843,2.9727667924500505,2.8851802319004527,3.025432423418085,2.955081268404798,0.9169278996865203,0.7853403141361257
M80,THE TRUE STORY OF THE 3 LITTLE PIGS!,all,2.862348156335955,2.950046229634341,2.9073330568949567,2.8798397409049032,3.017987289411236,2.947666794272799,0.8018154311649016,0.7913385826771654
M81,TRASHY TOWN,all,2.5989385821547284,2.752966450023742,2.675772452855786,2.6313373515851968,2.929543723159025,2.798579007199697,0.864,0.8529411764705882
M82,THE DAY THE CRAYONS QUIT,all,2.9849962309848634,3.0653304598890063,3.0265999518435733,2.9962244833830964,3.137343648196458,3.0642412199922706,0.8268991282689913,0.7706422018348624
M83,ARTHUR WRITES A STORY,all,2.760248145630917,2.906656194847874,2.836834927614335,2.9494752676137255,3.102772597223962,3.0219759494191116,0.8324225865209471,0.8024193548387096
M84,BUNNY PARTY,all,2.8885936255773217,3.0872086327134403,2.984587973342154,2.8744734336042113,3.0908400090805555,2.984412226429033,0.7973333333333333,0.7484276729559748
M85,IF YOU GIVE A MOOSE A MUFFIN,all,2.525079588664855,2.7769439488073338,2.651155851887106,2.853800793904018,3.131453656166609,2.994342866995582,0.728,0.7289719626168224
M86,THAT IS NOT A GOOD IDEA!,all,3.086318918632181,3.285450839810596,3.186515567765568,2.9662753506655943,3.2904188443670153,3.143476949879389,0.8817204301075269,0.8367346938775511
M87,THE BERENSTAIN BEARS AND THE GREEN-EYED MONSTER,all,2.9432587387862355,3.0656293981114238,3.0058347651171333,2.904088988540798,3.0479043474338545,2.9767583699193145,0.8520578420467185,0.7797101449275362
M88,THE PAPER BAG PRINCESS,all,2.960976831055544,3.132165350039837,3.0479494492340766,2.933846450856423,3.1208902541522403,3.0214858519804126,0.8535980148883374,0.8538011695906432
M89,WINTER DAYS IN THE BIG WOODS,all,3.147708495983462,3.315700425071039,3.2303078170843507,3.0438650993272263,3.230792461591426,3.135587455867607,0.8555045871559633,0.788546255506608
M90,ANGELINA ICE SKATES,all,2.994681099391114,3.1527437192354317,3.0713758071101744,2.9847550732391537,3.137321287364834,3.065574564403805,0.8136752136752137,0.7054794520547946
M91,HORTON HEARS A WHO!,all,2.8497051422066226,2.918774054339514,2.885906783218049,2.9097787319715116,3.003282269868872,2.9564266402349504,0.7919847328244275,0.6678507992895204
M92,BREAD AND JAM FOR FRANCES,all,3.0800221142537536,3.159218500839401,3.1197072038652367,3.065760184733785,3.1858132523011777,3.1274457827895756,0.854493580599144,0.770618556701031
M93,SHOW DOG,all,2.873202799333312,3.0425129074473984,2.955942103797615,2.951014110004397,3.1360504873878856,3.04066099312263,0.7511961722488039,0.6710526315789473
M94,GEORGE AND MARTHA,all,2.9845363241241767,3.131793842787407,3.058523231585309,2.9736179928312283,3.1278708026869793,3.0466894221305987,0.88996138996139,0.8685446009389671
M95,MISS RUMPHIUS,all,3.2219785008833526,3.327446071226242,3.2755662549300655,3.0202903529279777,3.153946493141322,3.0847862807884234,0.8414634146341463,0.7783505154639175
M96,THE GARDENER,all,3.133760051563361,3.254850475488779,3.193175663202753,3.0348726456891644,3.197967104216463,3.1175931076067873,0.8018757327080891,0.7435158501440923
M97,THE HAT,all,2.9609105034297443,3.1395863824801427,3.051942106821161,2.953783708996419,3.1621885833087817,3.0526570518317215,0.8359375,0.7989130434782609
M98,ARNIE THE DOUGHNUT,all,2.8050873313766727,2.8736432663141454,2.8409205373005517,2.986555707048954,3.0803574330237313,3.0344379921134035,0.7556008146639511,0.6483516483516484
M99,WHEN DINOSAURS CAME WITH EVERYTHING,all,3.014129368954413,3.11819362620193,3.067672911729689,2.9464224812760267,3.0857973288823577,3.01797347902631,0.8501827040194885,0.7962962962962963
M100,TRAIN,all,2.8442734407652392,2.9380321318316227,2.890205552875236,2.8981724808221654,3.025063981303477,2.9596001104404466,0.6971014492753623,0.5606796116504854
L101,EACH PEACH PEAR PLUM,all,2.9194632554945055,3.348642857142857,3.117683804290947,2.786486078405721,3.320788063622885,3.0394546921332637,0.7,0.8936170212765957
L102,HUG,all,3.857142857142857,3.857142857142857,3.857142857142857,NA,NA,3.857142857142857,0.9615384615384616,0.5
L103,MISS NELSON IS MISSING,all,3.0875330237608996,3.22996374983792,3.1616088649551037,2.999160839160839,3.151951422420172,3.077115477115477,0.8528301886792453,0.782608695652174
L104,GIRAFFES CAN'T DANCE,all,2.784046086983675,2.966794224202093,2.8739385165650693,2.961945420796524,3.154873334785419,3.060194403848496,0.8229508196721311,0.7340425531914894
L105,ANNO'S JOURNEY,all,2.8119567234177207,2.9585824590891723,2.885924356736377,2.8505908755778733,3.0375237472255945,2.950177456848906,0.6124260355029586,0.5394736842105263
L106,JENNY AND THE CAT CLUB,all,3.1217517944007507,3.157087461933865,3.1395175501040065,3.0023151001573005,3.071346080696408,3.038407587044251,0.8130731707317073,0.6089285714285714
L107,"THOMAS AND FRIENDS: GO, TRAIN, GO!",all,2.5870892762103797,2.7155493296406803,2.6511898010094836,2.6916335106759046,2.9243057351145585,2.8082191169737127,0.8717339667458432,0.8205128205128205
L108,THOMAS THE TANK ENGINE: THE VERY FIRST STORIES,all,2.6217407439562126,2.686001345017607,2.6535001267227902,2.880353576366444,2.9862970853775432,2.933128297670153,0.866183574879227,0.752895752895753
L109,EXTRA YARN,all,3.0484224693881545,3.2135758524923754,3.1307974815666255,2.918669758140885,3.098061848157558,3.0124593911228295,0.827433628318584,0.7733990147783252
L110,SQUARE,all,2.832024452337771,2.9983493764213875,2.9196426935769635,2.9347975536368396,3.123101305906978,3.0248299832753616,0.8697183098591549,0.84
L111,TRIANGLE (SHAPE TRILOGY),all,2.720310698503423,2.8735661829677888,2.7933873853185,2.7676319306934065,2.983586918092456,2.8767353582133923,0.8735632183908046,0.8777777777777778
L258,ANIMALIA,all,2.8686399403066067,3.2239507868674533,3.0427536969203635,2.86081497511922,3.2163288755269885,3.0381695348676483,0.3050847457627119,0.30113636363636365
L112,JOURNEY,all,3.1365505368814195,3.5825971189757952,3.362731631113984,2.9986632511632516,3.401875804375804,3.1838506088506087,0.6144578313253012,0.5441176470588235
L113,THE BIG HONEY HUNT,all,2.9890572240687985,3.1042550950421317,3.046450146218665,2.943985393772894,3.1008220146520147,3.0277468864468866,0.9187145557655955,0.946969696969697
L114,ARE YOU A COW?,all,2.8031667811355314,2.9845791508171318,2.8892011834319526,2.759426471516989,3.0720762283693315,2.9148320070733864,0.896551724137931,0.8285714285714286
L115,BARNYARD DANCE,all,2.99214360367893,3.2012725619790836,3.0868662738227957,2.907547686688312,3.1884171817765568,3.043115218115218,0.696969696969697,0.6567164179104478
L116,BELLY BUTTON BOOK,all,3.1118839190323566,3.262657530961102,3.1852177088784233,3.071504256272401,3.2510277211587693,3.16794674859191,0.84,0.808695652173913
L117,"BLUE HAT, GREEN HAT",all,2.666365546218487,2.98109243697479,2.8155462184873947,2.617,3.325892857142857,2.954285714285714,0.7555555555555555,0.8333333333333334
L118,BUT NOT THE HIPPOPOTAMUS,all,2.872313738611816,3.1145131257631258,2.993644923452616,2.8264852335164834,3.096997979375696,2.965538899506291,0.8125,0.8214285714285714
L119,DOGGIES,all,2.6908949220713927,2.9571048804137035,2.8217589599942543,2.7230413336663335,3.0829222860472867,2.906135531135531,0.4322033898305085,0.5789473684210527
L120,HIPPOS GO BERSERK,all,2.9244265573953077,3.03386221042471,2.9777404464904467,2.90751766983017,3.059100836663337,2.981868964368964,0.6788990825688074,0.7857142857142857
L121,HORNS TO TOES AND IN BETWEEN,all,3.079309363807384,3.197554328684136,3.1404623280188892,3.0039345260205113,3.192871914265132,3.0968302073986886,0.9794520547945206,0.9571428571428572
L122,"MOO, BAA, LA LA LA!",all,2.9779885276760276,3.2014679232804233,3.0869810744810744,2.943541035114311,3.2654495073891625,3.104551913603638,0.7377049180327869,0.725
L123,"NIGHT-NIGHT, LITTLE POOKIE",all,3.0796970615169146,3.256813691822883,3.1640554298642534,3.0085599422129596,3.267356558671213,3.1414448339017307,0.8888888888888888,0.8529411764705882
L124,OH MY OH MY OH MY DINOSAURS!,all,2.604333603554915,2.924263101993635,2.7565326067375246,2.912999149659864,3.2937294610151753,3.099062009419152,0.8970588235294118,0.8536585365853658
L125,PAJAMA TIME!,all,3.0264363090835453,3.166819053342491,3.0932392927585237,3.003569829374057,3.1889235213316094,3.096577380952381,0.7536231884057971,0.8292682926829268
L126,SNUGGLE PUPPY,all,3.0912474192837833,3.3146128005657713,3.205023296447292,2.9984196782469694,3.300474638647946,3.1455660618451318,0.7769230769230769,0.8431372549019608
L127,THE GOING TO BED BOOK,all,2.964451908768315,3.1245271720467036,3.0419883241758243,2.932039065101565,3.1189367715617715,3.0279895104895105,0.9090909090909091,0.9016393442622951
L128,TICKLE TIME,all,3.0836402280515185,3.224431385147111,3.1533702587734846,2.9489154469811796,3.140479841638247,3.0366750347353797,0.5575539568345323,0.8656716417910447
L129,"HELLO, ROCK",all,2.9104034173699227,3.06673592981604,2.9835283731001963,2.8684639550264555,3.121571771978022,2.9936716524216522,0.8341013824884793,0.8653846153846154
L130,CLIFFORD THE BIG RED DOG,all,2.587571500523286,2.819187450364761,2.704920080852854,2.7936243591384726,3.0736678544108575,2.9366007665817913,0.8215962441314554,0.808695652173913
L131,ARTHUR'S NOSE,all,2.5253403218456034,2.7738334813430607,2.6433326075103207,2.8745336454610877,3.1185130602494993,3.000170979131856,0.8554216867469879,0.8153846153846154
L132,BIG RED BARN,all,2.8658383737118953,3.006982297032611,2.9384793925500414,2.88872169878995,3.0841712374210917,2.985308837929688,0.8434782608695652,0.7651515151515151
L133,THE COLOR KITTENS,all,3.075541692415164,3.1704509065710167,3.1236652202728,3.0315121416488604,3.1958103044235853,3.113817981786732,0.9028697571743929,0.8181818181818182
L134,THE IMPORTANT BOOK,all,2.986268260724782,3.0808723749077016,3.0330142683403554,3.044603972416472,3.2458310208310204,3.141683316683317,0.9267399267399268,0.853448275862069
L136,KATY AND THE BIG SNOW,all,2.9460743758697165,3.0811673415152145,3.013311878536275,2.8590079317957526,3.023491833463092,2.940256597751723,0.8465430016863407,0.7801724137931034
L138,FROM HEAD TO TOE,all,2.8674485171590702,2.9550630235543145,2.908785203867171,2.729229583660387,3.0735677083333335,2.896755625327054,0.7134502923976608,0.7
L139,I AM A BIG SISTER!,all,3.1744848124091964,3.450490306609983,3.307603312466888,3.1172028183169487,3.411428284125295,3.2618725175790395,0.7967479674796748,0.8048780487804879
L140,SOMETIMES I LIKE TO CURL UP IN A BALL,all,2.9641208980413527,3.077717877042743,3.0197910155797856,2.8647259451857665,3.0352609976682983,2.947891656662665,0.8175675675675675,0.9210526315789473
L141,SHE PERSISTED: 13 AMERICAN WOMEN WHO CHANGED THE WORLD,all,3.1744624545214006,3.2993881205998328,3.233162575607364,3.000874452016532,3.1406486353426875,3.0677739401002295,0.683585313174946,0.5716981132075472
L142,TODAY I'LL BE A PRINCESS,all,3.1281892502658635,3.64306643625192,3.3808740990192603,3.085188785573401,3.652129693223443,3.351097140039448,0.6458333333333334,0.7222222222222222
L143,"GOOD DOG, CARL",all,1.8307291666666667,3.3392057291666664,2.5786458333333333,2.068229166666667,3.42985119047619,2.8041666666666667,0.6666666666666666,0.6363636363636364
L144,SLOW LORIS,all,2.8421936894294433,3.010031884475818,2.9273617161025247,2.800388706728321,2.9980688888317566,2.9036188076629252,0.946236559139785,0.9361702127659575
L145,PETE THE CAT: ROCKING IN MY SCHOOL SHOES,all,2.681190661200378,2.883878038715486,2.785846492443131,2.8068508857870067,3.05910830017103,2.9296708683473387,0.8267716535433071,0.8421052631578947
L146,JAMBERRY,all,3.1364017096379713,3.391903278180368,3.2683119941633874,2.9370922236081936,3.253974948152338,3.0956579266321915,0.6129032258064516,0.47761194029850745
L147,LLAMA LLAMA NIGHTY-NIGHT,all,2.99249583918448,3.202121820876892,3.096718435384764,3.0129125528416494,3.2768854208350002,3.136284642061953,0.8285714285714286,0.7777777777777778
L148,THE POUT-POUT FISH,all,2.9897805422277255,3.148603329377977,3.0738952316209978,2.9864811301443654,3.188104867620125,3.086259938590821,0.5772357723577236,0.5555555555555556
L149,SPAGHETTI IN A HOT DOG BUN: HAVING THE COURAGE TO BE WHO YOU ARE,all,3.1380185110253507,3.282700190154684,3.2058730862611524,3.0037667416357676,3.128694074716328,3.066349684544086,0.841248303934871,0.7867435158501441
L150,THE GRUFFALO,all,2.755321397148603,2.8676849832280675,2.8111500080801552,2.8846878903304107,3.0582938036993643,2.975347972722743,0.8856088560885609,0.8
L151,THE GRUFFALO'S CHILD,all,2.7191963357588356,2.8383958327708325,2.78239226989227,2.8547867038389243,3.0242969729010025,2.943910858877964,0.8696581196581197,0.8085106382978723
L153,"GO, DOG. GO!",all,2.790888930268187,2.871415309259315,2.831341637472428,2.817685101783462,3.024079069837266,2.9230941872335316,0.9734748010610079,0.953125
L154,TIME FOR BED,all,3.1886812214728795,3.3230775011114955,3.2584592775354997,3.12939611221091,3.316964679434808,3.221612731631114,0.9044585987261147,0.8674698795180723
L155,TEN LITTLE FINGERS AND TEN LITTLE TOES,all,3.187999245220925,3.3368189281421703,3.26385502518315,3.0334091689560436,3.3131162145146518,3.159143772893773,0.9624060150375939,0.8888888888888888
L156,DIARY OF A WOMBAT,all,2.916325818789054,3.0212108401052733,2.9655096654046234,2.874472106065027,3.064806494585581,2.970154647972191,0.8095238095238095,0.7151898734177216
