word,ci_lower,ci_upper,mean,n,gender_bias
because,2.857142857142857,3.4285714285714284,3.142857142857143,14,neither
become,2.642857142857143,3.4285714285714284,3.0714285714285716,14,neither
bed,2.6923076923076925,3.1538461538461537,2.923076923076923,13,neither
bedroom,3.076923076923077,3.769230769230769,3.3846153846153846,13,f
bedtime,3.230769230769231,3.923076923076923,3.5384615384615383,13,f
bee,2.8666666666666667,3.533333333333333,3.2,15,neither
beef,1.4285714285714286,2.142857142857143,1.7857142857142858,14,m
been,2.75,3.375,3.0625,16,neither
bees,2.9285714285714284,3.9285714285714284,3.4285714285714284,14,neither
beetle,2.2857142857142856,3.0714285714285716,2.7142857142857144,14,neither
before,3,3.2142857142857144,3.0714285714285716,14,f
began,2.7,3.3,3,10,neither
begged,2.5714285714285716,3.142857142857143,2.857142857142857,14,neither
begin,2.6923076923076925,3.3076923076923075,3,13,neither
beginning,3,3.357142857142857,3.142857142857143,14,f
behind,3,3.6,3.2,10,f
being,2.6,3.4,3,15,neither
believe,3.0714285714285716,3.7142857142857144,3.4285714285714284,14,f
bell,3.2142857142857144,3.857142857142857,3.5714285714285716,14,f
bells,3.2142857142857144,3.857142857142857,3.5714285714285716,14,f
belly,2.357142857142857,3.2142857142857144,2.7857142857142856,14,neither
belong,3,3.4705882352941178,3.235294117647059,17,f
below,2.7142857142857144,3.142857142857143,2.9285714285714284,14,neither
beluga,2.4650000000000016,3.2,2.8,15,neither
Ben,1,1.6666666666666667,1.25,12,m
bend,2.7142857142857144,3.1446428571428555,2.9285714285714284,14,neither
bent,2.5,3.2857142857142856,2.857142857142857,14,neither
berries,3.5,4.4,3.9,10,f
berry,3.4,4.066666666666666,3.7333333333333334,15,f
Bessy,4.384615384615385,5,4.6923076923076925,13,f
best,2.2142857142857144,2.9285714285714284,2.5714285714285716,14,m
bet,1.7,2.5,2.1,10,m
better,2.5714285714285716,3.357142857142857,3,14,neither
between,2.7142857142857144,3.2857142857142856,3,14,neither
beyond,2.769230769230769,3.230769230769231,3,13,neither
bicycle,2.4285714285714284,3.2142857142857144,2.857142857142857,14,neither
big,1.7857142857142858,2.2142857142857144,2,14,m
bigger,1.3571428571428572,2,1.6428571428571428,14,m
bike,1.9285714285714286,2.642857142857143,2.2857142857142856,14,m
billions,2.0714285714285716,2.9285714285714284,2.5,14,m
Billy,1.2857142857142858,1.7857142857142858,1.5714285714285714,14,m
bingo,2.5384615384615383,3.5384615384615383,3,13,neither
bird,2.8333333333333335,3.75,3.3333333333333335,12,neither
birds,3.2857142857142856,3.9285714285714284,3.642857142857143,14,f
birthday,2.857142857142857,3.642857142857143,3.2142857142857144,14,neither
bit,2.533333333333333,3.3333333333333335,2.933333333333333,15,neither
bite,2,2.7142857142857144,2.357142857142857,14,m
black,2.1,3,2.6,10,neither
blackberry,2.823529411764706,3.4705882352941178,3.1176470588235294,17,neither
blade,1.6,2.3333333333333335,2,15,m
blanket,3.1666666666666665,4,3.5833333333333335,12,f
Blaze,1.6,2.5,2.1,10,m
bless,3,3.9285714285714284,3.5,14,f
blew,2.857142857142857,3.4285714285714284,3.142857142857143,14,neither
blind,2.4285714285714284,3,2.7857142857142856,14,neither
block,1.8666666666666667,2.8666666666666667,2.3333333333333335,15,m
blow,2.2666666666666666,2.8,2.533333333333333,15,m
blue,2.2142857142857144,2.7142857142857144,2.4285714285714284,14,m
blueberry,2.933333333333333,3.8,3.3333333333333335,15,neither
Bly,2.4,3.702499999999998,3.1,10,neither
Bo,1.5384615384615385,2.6923076923076925,2.1538461538461537,13,m
boa,2.230769230769231,3.1538461538461537,2.6923076923076925,13,neither
board,1.7857142857142858,2.7160714285714267,2.2857142857142856,14,m
boat,2.4375,3.4375,2.9375,16,neither
bobbin,3.142857142857143,4.142857142857143,3.642857142857143,14,f
Bobby,1.2857142857142858,2.1446428571428555,1.7142857142857142,14,m
body,3.076923076923077,3.5384615384615383,3.3076923076923075,13,f
boil (cooking),2.8461538461538463,3.923076923076923,3.3846153846153846,13,neither
bone,2.176470588235294,2.8823529411764706,2.5294117647058822,17,m
bonny,4.066666666666666,4.933333333333334,4.533333333333333,15,f
book,2.8,3.4024999999999976,3.1,10,neither
books,2.6923076923076925,3.1538461538461537,2.923076923076923,13,neither
boom,2.066666666666667,2.6666666666666665,2.3333333333333335,15,m
boots,1.7479166666666686,2.9166666666666665,2.3333333333333335,12,m
bored,2.2857142857142856,2.9285714285714284,2.642857142857143,14,m
born,3.2,4,3.6,10,f
both,3,3,3,10,f
bother,1.9982142857142873,3.0714285714285716,2.5,14,neither
bottle,1.9166666666666667,2.9166666666666665,2.4166666666666665,12,m
bottom,2.8461538461538463,3.3076923076923075,3.076923076923077,13,neither
bout,2.4,2.9349999999999983,2.6666666666666665,15,m
bow (action),2.3076923076923075,3.3076923076923075,2.769230769230769,13,neither
bow (bend down),2.5294117647058822,3.411764705882353,3,17,neither
bow (used to play violin),2.6666666666666665,3.7333333333333334,3.2,15,neither
bowed,2.6153846153846154,3.230769230769231,2.923076923076923,13,neither
box,2.5,3.142857142857143,2.857142857142857,14,neither
boy,1.125,2,1.5,16,m
boys,1,1.2142857142857142,1.0714285714285714,14,m
brain,2.2857142857142856,3,2.642857142857143,14,neither
brake,2.076923076923077,2.8461538461538463,2.4615384615384617,13,m
brakes,2.357142857142857,3.0714285714285716,2.7142857142857144,14,neither
branch,2.4,3.2,2.9,10,neither
branches,2.3333333333333335,2.8333333333333335,2.5833333333333335,12,m
brass,2,3.0732142857142843,2.5714285714285716,14,neither
brave,2.0714285714285716,3,2.5,14,neither
bread,2.6153846153846154,3,2.8461538461538463,13,neither
break,2.5,2.9285714285714284,2.7142857142857144,14,m
breakfast,2.8125,3.4375,3.125,16,neither
breaks,2.230769230769231,3,2.6153846153846154,13,neither
breath,2.7333333333333334,3.4,3.066666666666667,15,neither
bricks,2.0588235294117645,2.6470588235294117,2.3529411764705883,17,m
bridge,2.5,3.3,2.9,10,neither
bridges,2.466666666666667,3.1333333333333333,2.8,15,neither
bright,3.2857142857142856,4,3.642857142857143,14,f
brightly,3.4166666666666665,4.416666666666667,3.9166666666666665,12,f
bring,3.1333333333333333,3.6,3.3333333333333335,15,f
broke,2.2857142857142856,3,2.642857142857143,14,neither
broken,2.7857142857142856,3.2142857142857144,3,14,neither
broom,3.642857142857143,4.357142857142857,4,14,f
brother,1.0666666666666667,1.4666666666666666,1.2333333333333334,30,m
brothers,1,1.5,1.2,10,m
brought,2.7333333333333334,3.2666666666666666,3,15,neither
brown,1.9,2.7,2.3,10,m
brush,3.2142857142857144,4.071428571428571,3.642857142857143,14,f
brushed,2.8,3.3333333333333335,3.066666666666667,15,neither
bubbles,3.5384615384615383,4.076923076923077,3.8461538461538463,13,f
bucket,1.9230769230769231,2.5384615384615383,2.230769230769231,13,m
buckets,2.142857142857143,2.857142857142857,2.5,14,m
buggy,2.357142857142857,3.2142857142857144,2.7857142857142856,14,neither
bugs,2.5,3.2142857142857144,2.857142857142857,14,neither
build,1.7142857142857142,2.4285714285714284,2.0714285714285716,14,m
building,1.7692307692307692,2.5384615384615383,2.1538461538461537,13,m
built,1.4666666666666666,2.4,1.9333333333333333,15,m
bulldozer,1.411764705882353,2.235294117647059,1.8235294117647058,17,m
bumble,2.8,3.7333333333333334,3.2666666666666666,15,neither
bump,2.642857142857143,3.2142857142857144,2.9285714285714284,14,neither
bumpety,2.3333333333333335,3.585416666666665,3,12,neither
bumpy,2.2142857142857144,2.7857142857142856,2.5,14,m
bunny,3.857142857142857,4.285714285714286,4.071428571428571,14,f
buns,3.2857142857142856,4.142857142857143,3.7142857142857144,14,f
bunting,2.2,3.066666666666667,2.6666666666666665,15,neither
buried,2.4615384615384617,2.923076923076923,2.6923076923076925,13,m
burned,2.230769230769231,2.923076923076923,2.6153846153846154,13,m
burnt,2.0714285714285716,2.7142857142857144,2.4285714285714284,14,m
burst,2.5,3.0714285714285716,2.7857142857142856,14,neither
bus,2.4,3.2,2.8,10,neither
bush,2.7857142857142856,3.642857142857143,3.2142857142857144,14,neither
bushes,2.7142857142857144,3.5714285714285716,3.142857142857143,14,neither
business,2.2857142857142856,2.7857142857142856,2.5714285714285716,14,m
buster,1.2307692307692308,2,1.6153846153846154,13,m
busy,2.8125,3.5,3.1875,16,neither
but,2.625,3.5,3.0625,16,neither
butt,2.588235294117647,3.235294117647059,2.9411764705882355,17,neither
butter,2.8333333333333335,3.4166666666666665,3.0833333333333335,12,neither
butterflies,3.933333333333333,4.466666666666667,4.2,15,f
butterfly,4.142857142857143,4.642857142857143,4.357142857142857,14,f
button,3.3,3.9,3.6,10,f
buttons,3.375,3.875,3.625,16,f
buy,2.5384615384615383,3.3846153846153846,3,13,neither
buzz,1.6428571428571428,2.357142857142857,2,14,m
bye,3.0714285714285716,3.857142857142857,3.4285714285714284,14,f
cage,2.3333333333333335,3.25,2.75,12,neither
cake,3.7,4.5,4.1,10,f
California,2.5714285714285716,3.5714285714285716,3.142857142857143,14,neither
call,2.8333333333333335,3.5833333333333335,3.1666666666666665,12,neither
called,2.857142857142857,3.2857142857142856,3.0714285714285716,14,neither
calling,2.7333333333333334,3.2666666666666666,3,15,neither
came,2.875,3.5625,3.1875,16,neither
camel,2.2142857142857144,3.0714285714285716,2.5714285714285716,14,neither
Camilla,5,5,5,10,f
camper,1.9333333333333333,2.6666666666666665,2.3333333333333335,15,m
can (container),2.5625,3.1265624999999986,2.875,16,neither
can (I can...),2.769230769230769,3,2.923076923076923,13,neither
candle,3.3846153846153846,4.153846153846154,3.769230769230769,13,f
cannot,2.7333333333333334,3.1333333333333333,2.933333333333333,15,neither
cans,2.6,3.2666666666666666,2.933333333333333,15,neither
cap,2,3.1,2.6,10,neither
captain,1.1875,1.9375,1.5625,16,m
car,1.7857142857142858,2.5714285714285716,2.2142857142857144,14,m
cardboard,2.5384615384615383,3,2.769230769230769,13,neither
care,3.5833333333333335,4.416666666666667,4,12,f
Carl,1,1,1,10,m
carried,2.9285714285714284,3.857142857142857,3.357142857142857,14,neither
carrots,2.5714285714285716,3.4285714285714284,3,14,neither
carry,2.4166666666666665,3.4166666666666665,2.9166666666666665,12,neither
cars,1.1428571428571428,1.5714285714285714,1.3571428571428572,14,m
cart,2.857142857142857,3.642857142857143,3.2142857142857144,14,neither
case,2.7857142857142856,3.2142857142857144,3,14,neither
cast,2.2857142857142856,3.0714285714285716,2.7142857142857144,14,neither
castle,2.0714285714285716,2.642857142857143,2.357142857142857,14,m
cat,3.6666666666666665,4.2,3.933333333333333,15,f
catch,2.3076923076923075,3,2.6153846153846154,13,neither
caterpillar,3.230769230769231,3.923076923076923,3.5384615384615383,13,f
catnip,3.2941176470588234,3.764705882352941,3.5294117647058822,17,f
cats,3.5714285714285716,4.5,4.071428571428571,14,f
caught,2.642857142857143,3,2.857142857142857,14,neither
cause,2.8,3.4,3.1,10,neither
cave,1.7692307692307692,2.5384615384615383,2.1538461538461537,13,m
ceiling,2.533333333333333,3.2,2.8666666666666667,15,neither
Celeste,3.6666666666666665,5,4.5,12,f
cellar,2.2142857142857144,2.857142857142857,2.5714285714285716,14,m
cement,1.2857142857142858,2.0714285714285716,1.6428571428571428,14,m
center,2.7857142857142856,3.357142857142857,3.0714285714285716,14,neither
cents,2.6,3,2.8,15,neither
cereal,3,3.3846153846153846,3.1538461538461537,13,f
certainly,2.857142857142857,3.7142857142857144,3.2857142857142856,14,neither
chains,1.6153846153846154,2.3846153846153846,2,13,m
chair,2.625,3.1875,2.875,16,neither
chairs,2.4285714285714284,3,2.7857142857142856,14,neither
chalk,2.5714285714285716,3.142857142857143,2.857142857142857,14,neither
change,2.5714285714285716,3.6446428571428555,3.142857142857143,14,neither
charge (payment),2.5714285714285716,3.5714285714285716,3.0714285714285716,14,neither
charge (responsibility),1.6666666666666667,2.6666666666666665,2.1666666666666665,12,m
Charley,1.1428571428571428,1.8571428571428572,1.5,14,m
Charlie,1.2857142857142858,1.716071428571427,1.5,14,m
chase,2,3,2.5,10,neither
check (make sure),2.6,3.4,3,15,neither
check (payment),2.5,3.142857142857143,2.857142857142857,14,neither
checked,2.1538461538461537,3,2.6153846153846154,13,neither
cheeks,3.1176470588235294,3.7058823529411766,3.411764705882353,17,f
cheer,3.466666666666667,4.2,3.8,15,f
cheered,3.4166666666666665,4.083333333333333,3.75,12,f
cheese,2.5,3.142857142857143,2.857142857142857,14,neither
cherry,3.7857142857142856,4.430357142857141,4.142857142857143,14,f
chest,1.8571428571428572,3.142857142857143,2.5,14,neither
chick,4.266666666666667,4.8,4.533333333333333,15,f
chicken,3,3.3,3.1,10,f
chicks,4.384615384615385,4.923076923076923,4.6923076923076925,13,f
chief,1.4615384615384615,2.3846153846153846,1.9230769230769231,13,m
child,2.923076923076923,4,3.4615384615384617,13,neither
childhood,3,3.642857142857143,3.2857142857142856,14,f
children,3.1,4,3.5,10,f
chimpanzees,2.2142857142857144,2.857142857142857,2.5714285714285716,14,m
chin,2.142857142857143,2.7142857142857144,2.4285714285714284,14,m
chirped,3.357142857142857,4,3.642857142857143,14,f
chocolate,2.8,3.6,3.2,15,neither
choice,2.769230769230769,3.6153846153846154,3.1538461538461537,13,neither
chomp,2,2.4705882352941178,2.235294117647059,17,m
choo,2.642857142857143,3.5714285714285716,3.142857142857143,14,neither
choose,2.7333333333333334,3.2666666666666666,3,15,neither
chose,2.6,3.2666666666666666,2.933333333333333,15,neither
chosen,2.25,3.4166666666666665,2.8333333333333335,12,neither
christmas,2.5833333333333335,3.6666666666666665,3.0833333333333335,12,neither
chrysanthemum,4,4.714285714285714,4.357142857142857,14,f
chug,1.1428571428571428,1.7142857142857142,1.4285714285714286,14,m
church,2.933333333333333,3.466666666666667,3.2,15,neither
Cinderella,5,5,5,13,f
circle,3.142857142857143,4,3.5714285714285716,14,f
circus,2.6153846153846154,3,2.8461538461538463,13,neither
city,2.1666666666666665,3.1666666666666665,2.6666666666666665,12,neither
Clara,4.7,5,4.9,10,f
class (in school),2.8,3.8,3.3,10,neither
Claudette,4.2,5,4.7,10,f
claws,2.357142857142857,3.7857142857142856,3.0714285714285716,14,neither
clean,3.357142857142857,4.285714285714286,3.857142857142857,14,f
clear,3,3.642857142857143,3.2857142857142856,14,f
clearing,2.5714285714285716,3.2160714285714267,2.9285714285714284,14,neither
clerk,2.7142857142857144,3.2857142857142856,3,14,neither
clever,2.6666666666666665,3.5,3.0833333333333335,12,neither
Clifford,1,1.3,1.1,10,m
climb,2.142857142857143,2.7857142857142856,2.5,14,m
climbed,2,2.8333333333333335,2.4166666666666665,12,m
climber,1.8461538461538463,2.6153846153846154,2.230769230769231,13,m
clock,2.2857142857142856,3,2.642857142857143,14,neither
close,2.7,3.3,3,10,neither
closed,3,3,3,13,f
closer,2.764705882352941,3.3529411764705883,3.0588235294117645,17,neither
closet,3.2666666666666666,4.133333333333334,3.6666666666666665,15,f
clothes,2.7333333333333334,3.6666666666666665,3.2666666666666666,15,neither
clouds,3,3.75,3.375,16,f
clover,3.3333333333333335,4.333333333333333,3.8333333333333335,12,f
clown,2.2142857142857144,2.9285714285714284,2.5714285714285716,14,m
coal,1.6428571428571428,2.357142857142857,2,14,m
coat (clothes),2.642857142857143,3.6446428571428555,3.142857142857143,14,neither
cock,1.2484375000000014,2.0625,1.625,16,m
cocky,1.2,2.066666666666667,1.6,15,m
coffee,2.6153846153846154,3,2.8461538461538463,13,neither
cold,2.2,2.8,2.5,10,m
colder,2.230769230769231,3.1538461538461537,2.6923076923076925,13,neither
collar,1.9285714285714286,2.9285714285714284,2.4285714285714284,14,m
color,3.0714285714285716,3.857142857142857,3.4285714285714284,14,f
coloring,2.9285714285714284,3.642857142857143,3.2857142857142856,14,neither
colors,3.466666666666667,4,3.7333333333333334,15,f
Colvin,1.4,2.9,2,10,m
comb,2.7857142857142856,3.5,3.142857142857143,14,neither
come,2.2,3.2,2.7,10,neither
comes,2.4285714285714284,3,2.7142857142857144,14,neither
comfortable,3.1538461538461537,4.076923076923077,3.6153846153846154,13,f
coming,2.8333333333333335,3.75,3.25,12,neither
company,2.3529411764705883,3.0588235294117645,2.7058823529411766,17,neither
completely,2.6666666666666665,3.1333333333333333,2.933333333333333,15,neither
concertina,4.25,5,4.666666666666667,12,f
cone,2.2857142857142856,2.9285714285714284,2.642857142857143,14,m
congratulations,2.9285714285714284,3.5714285714285716,3.2142857142857144,14,neither
constrictor,1.8,2.6,2.2,15,m
continued,2.769230769230769,3.230769230769231,3,13,neither
cooked,3.3076923076923075,4.076923076923077,3.6923076923076925,13,f
cookie,3.357142857142857,3.85892857142857,3.642857142857143,14,f
corduroy,2.357142857142857,3.357142857142857,2.857142857142857,14,neither
cork,2.2142857142857144,2.857142857142857,2.5714285714285716,14,m
corn,2.375,3.1875,2.8125,16,neither
corner,2.2,3.1,2.7,10,neither
costumes,3.142857142857143,3.7857142857142856,3.4285714285714284,14,f
cottage,3.4615384615384617,4.153846153846154,3.8461538461538463,13,f
coughed,2.4705882352941178,2.8823529411764706,2.7058823529411766,17,m
could,3,3.230769230769231,3.076923076923077,13,f
count,2.642857142857143,3.2142857142857144,2.9285714285714284,14,neither
counted,2.466666666666667,3.2,2.8,15,neither
country,2.2142857142857144,2.7857142857142856,2.5,14,m
countryside,2.3333333333333335,3.6666666666666665,3,12,neither
course,2.4285714285714284,3,2.7142857142857144,14,neither
cousin,2.2857142857142856,3.0714285714285716,2.7142857142857144,14,neither
covered,2.6,3.2,2.9,10,neither
covers,3.2857142857142856,3.9285714285714284,3.5714285714285716,14,f
cow,3.2142857142857144,4,3.5714285714285716,14,f
cozy,3.3333333333333335,4.066666666666666,3.7333333333333334,15,f
crack,2.466666666666667,3.2,2.8666666666666667,15,neither
cracked,3,3,3,13,f
crane,2.3076923076923075,3.230769230769231,2.769230769230769,13,neither
crawled,2.5,3.142857142857143,2.857142857142857,14,neither
crayon,3,3.3333333333333335,3.1333333333333333,15,f
crazy,2,2.7857142857142856,2.4285714285714284,14,m
cream,2.8,4,3.4,10,neither
creature,2.2142857142857144,3.142857142857143,2.642857142857143,14,neither
creep (move slowly),1.7692307692307692,2.6153846153846154,2.230769230769231,13,m
creep (undesirable person),1.3846153846153846,2.3076923076923075,1.8461538461538463,13,m
crept,2.357142857142857,3.2142857142857144,2.7857142857142856,14,neither
cricket,2.5714285714285716,3.142857142857143,2.857142857142857,14,neither
cried,3.3846153846153846,4.153846153846154,3.769230769230769,13,f
crisp,2.8461538461538463,3.3076923076923075,3.076923076923077,13,neither
crooked,2.176470588235294,2.764705882352941,2.4705882352941178,17,m
cross (action),2.6666666666666665,3.4166666666666665,3,12,neither
cross (thing),2.4285714285714284,3.142857142857143,2.7857142857142856,14,neither
crossed,2.6666666666666665,3.2,2.933333333333333,15,neither
crossly,2.9166666666666665,3.9166666666666665,3.4166666666666665,12,neither
crow,1.9285714285714286,2.857142857142857,2.4285714285714284,14,m
crowd,2.5,2.9285714285714284,2.7142857142857144,14,m
crowded,2.5714285714285716,3,2.857142857142857,14,neither
crown,2.4,3.533333333333333,2.933333333333333,15,neither
crumbs,2.8461538461538463,3.3076923076923075,3.076923076923077,13,neither
crumpled,2,3.076923076923077,2.5384615384615383,13,neither
crusher,1.7142857142857142,2.5714285714285716,2.142857142857143,14,m
cry,3.7,4.3,4,10,f
cub,2.357142857142857,3.357142857142857,2.857142857142857,14,neither
cuddle,4.214285714285714,4.785714285714286,4.5,14,f
cup,2.3076923076923075,3.1538461538461537,2.6923076923076925,13,neither
cupboard,2.769230769230769,3.5384615384615383,3.1538461538461537,13,neither
curious,3.5714285714285716,4.285714285714286,3.9285714285714284,14,f
curl,3.411764705882353,3.8823529411764706,3.6470588235294117,17,f
curls (cuddle into),4.142857142857143,4.785714285714286,4.5,14,f
