word,log_kidbook_freq
boggen,0.6931471805599453
boil,1.6094379124341003
boiled,2.1972245773362196
boiler,0.6931471805599453
boiling,0.6931471805599453
bold,1.0986122886681098
boldero,0
bolin,0
bolted,0.6931471805599453
bomb,0
bombay,1.0986122886681098
bombers,0
bombs,0
bon,1.3862943611198906
bone,2.4849066497880004
boneless,0
bones,2.302585092994046
bonhommy,0
bonjour,0.6931471805599453
bonk,1.3862943611198906
bonner,0
bonnet,0.6931471805599453
bonnie,0.6931471805599453
bonny,1.9459101490553132
boo,1.3862943611198906
boogied,0
boohoo,0
book,4.51085950651685
bookish,0
books,3.828641396489095
bookshelf,0.6931471805599453
bookshop,1.0986122886681098
bookstore,0
boom,3.1354942159291497
boomberry,0
boomed,0
booms,0
boon,0
boot,0.6931471805599453
booth,0.6931471805599453
boots,2.6390573296152584
bop,1.0986122886681098
bopperville,0
border,0
bore,1.3862943611198906
bored,1.791759469228055
boring,2.70805020110221
born,3.091042453358316
borrow,1.3862943611198906
borrowed,0
boss,0
bossy,0
boston,0.6931471805599453
both,4.07753744390572
bother,2.833213344056216
bothered,0
bothering,1.3862943611198906
bottle,3.4339872044851463
bottled,0
bottlenose,0
bottles,1.0986122886681098
botto,0
bottom,3.6375861597263857
bottomed,1.3862943611198906
bottoms,0.6931471805599453
bough,1.0986122886681098
bought,2.6390573296152584
boulder,0
boulders,0
bounce,1.0986122886681098
bounced,0.6931471805599453
bouncing,1.3862943611198906
bouncy,0
bound,0
bounded,0
bounding,0.6931471805599453
bouquet,1.3862943611198906
bout,2.0794415416798357
bow,3.258096538021482
bowed,1.6094379124341003
bowing,0
bowl,2.6390573296152584
bowling,1.3862943611198906
bowls,1.6094379124341003
bows,0.6931471805599453
box,4.477336814478207
boxcar,0
boxcars,0
boxes,2.5649493574615367
boy,4.875197323201151
boys,3.871201010907891
boysenberry,0
br,0
bracken,0
braid,0
braids,0
brain,3.332204510175204
brains,1.9459101490553132
brainy,0
brake,1.6094379124341003
brakes,2.4849066497880004
braking,0.6931471805599453
bramble,0.6931471805599453
brambles,0
branch,3.1780538303479458
branches,2.833213344056216
brand,1.3862943611198906
brandy,0.6931471805599453
brandywine,1.3862943611198906
brass,1.6094379124341003
brassberry,0
brave,2.772588722239781
braved,0
bravely,1.791759469228055
bravo,0
bray,1.3862943611198906
brayed,0
braying,0.6931471805599453
brazil,0
bread,4.060443010546419
breaded,1.3862943611198906
break,2.995732273553991
breakdown,1.3862943611198906
breakfast,3.58351893845611
breakfasts,0.6931471805599453
breaking,1.3862943611198906
breaks,1.6094379124341003
breast,0
breath,2.9444389791664403
breathe,0
breathed,1.0986122886681098
breathes,0
breathing,1.6094379124341003
breeches,0
breeze,2.70805020110221
brew,0.6931471805599453
brewed,0
brick,2.0794415416798357
brickbats,0
brickle,0
bricks,2.1972245773362196
bridal,0
bride,1.3862943611198906
bridge,3.044522437723423
bridges,1.6094379124341003
bridle,0
brief,0.6931471805599453
brier,0
bright,3.8918202981106265
brighten,0.6931471805599453
brightened,1.0986122886681098
brightens,0
brighter,1.0986122886681098
brightest,0.6931471805599453
brightly,1.6094379124341003
brilliant,0
brilliantly,0
brillo,0
bring,3.6635616461296463
bringing,1.9459101490553132
brings,2.0794415416798357
briskly,0.6931471805599453
bristles,0
bristling,0
bristol,0
brittle,0
broad,1.0986122886681098
broccoli,1.3862943611198906
broke,3.332204510175204
broken,3.2188758248682006
brontosauri,0
brontosaurus,0.6931471805599453
brook,1.3862943611198906
brooks,0.6931471805599453
broom,2.3978952727983707
brooms,0
broth,1.0986122886681098
brother,4.31748811353631
brotherhood,0
brothers,3.8918202981106265
brought,3.8501476017100584
brown,4.31748811353631
brownish,0.6931471805599453
brrm,1.0986122886681098
bruin,1.9459101490553132
bruins,0
bruised,0.6931471805599453
brunch,0
bruno,1.0986122886681098
brush,3.4011973816621555
brushed,2.302585092994046
brushes,0.6931471805599453
brushing,1.3862943611198906
brussel,0
bthuthdth,0
bthuthdy,0
bubble,1.6094379124341003
bubbled,0
bubbles,2.1972245773362196
bubbling,0.6931471805599453
buck,0
bucket,1.9459101490553132
bucketful,0
buckets,2.302585092994046
buckingham,0
buckle,0.6931471805599453
buckled,0
buckles,0.6931471805599453
bucks,0
bud,0
budded,0
buddy,0
budge,0.6931471805599453
buds,0
buffalo,0
buffers,0
bug,1.791759469228055
bugged,0
buggies,0
bugging,0
buggy,2.302585092994046
bugs,2.1972245773362196
build,3.332204510175204
building,2.0794415416798357
buildings,1.791759469228055
builds,0
built,3.5263605246161616
bulb,1.0986122886681098
bulbs,1.0986122886681098
bulging,0
bulky,0
bull,2.833213344056216
bulldog,0
bulldozer,2.1972245773362196
bullet,0.6931471805599453
bullets,0.6931471805599453
bullfinch,0
bullring,0
bulls,1.3862943611198906
bum,0
bumble,2.4849066497880004
bumblebee,0.6931471805599453
bumblebees,0.6931471805599453
bumbling,0
bump,3.8066624897703196
bumped,2.0794415416798357
bumperman,0.6931471805599453
bumpers,0
bumpety,2.3978952727983707
bumping,1.3862943611198906
bumpity,0
bumps,2.1972245773362196
bumpy,2.4849066497880004
bun,1.6094379124341003
bunch,2.772588722239781
bungle,0.6931471805599453
bunk,1.0986122886681098
bunks,0
bunnies,1.0986122886681098
bunnn,1.0986122886681098
bunny,3.332204510175204
buns,1.9459101490553132
bunting,1.9459101490553132
bunyan,0
bur,0
bureau,0.6931471805599453
burial,0
buried,2.0794415416798357
burned,1.9459101490553132
burnie,1.0986122886681098
burns,0
burnt,1.9459101490553132
burp,1.3862943611198906
burped,0
burps,0.6931471805599453
burrow,0
burrowing,0
burrows,0
burst,2.1972245773362196
bursting,1.0986122886681098
bury,0
bus,4.634728988229636
busboy,0
busboys,0
buses,1.0986122886681098
bush,3.2188758248682006
bushel,0
bushels,0
bushes,3.258096538021482
busily,0.6931471805599453
business,2.3978952727983707
businesses,0
bust,0.6931471805599453
busted,0
buster,2.0794415416798357
busy,3.6375861597263857
but,7.089243155027514
butt,1.6094379124341003
butter,3.4339872044851463
buttercream,0
buttered,0.6931471805599453
butterflies,1.6094379124341003
butterfly,3.5553480614894135
butterscotch,0
butting,0.6931471805599453
button,3.970291913552122
buttoned,1.0986122886681098
buttons,2.9444389791664403
buxbaum,0
buy,3.8918202981106265
buyer,0
buying,1.3862943611198906
buys,0
buzz,2.833213344056216
buzzer,0
buzzing,2.302585092994046
by,5.8377304471659395
bye,4.174387269895637
cab,1.3862943611198906
cabbage,0
cabbages,1.0986122886681098
cabin,0.6931471805599453
caboose,1.0986122886681098
cackle,1.0986122886681098
cadet,1.6094379124341003
cadets,0
caesar,0
cafã,0
cage,2.1972245773362196
caged,0
cake,4.02535169073515
caked,0
cakefree,0
cakes,1.791759469228055
calendar,1.0986122886681098
calf,2.833213344056216
california,1.791759469228055
call,4.430816798843313
called,5.075173815233827
callin,0
calling,2.9444389791664403
calls,2.302585092994046
calm,1.3862943611198906
calmed,0
calmity,0
calves,0
cam,0
came,5.863631175598097
camel,1.791759469228055
camels,1.6094379124341003
camilla,3.5263605246161616
camp,1.3862943611198906
camped,0
camper,1.6094379124341003
campers,0.6931471805599453
campfire,0.6931471805599453
camping,1.0986122886681098
campsite,0.6931471805599453
can,6.541029999189903
canada,0
canals,0.6931471805599453
canary,0.6931471805599453
candied,0
candies,0.6931471805599453
candle,2.0794415416798357
candles,1.3862943611198906
candlestick,0
candy,2.70805020110221
cane,0.6931471805599453
cannibals,0
canning,0.6931471805599453
cannon,0.6931471805599453
cannons,0
cannot,3.6888794541139363
canoe,0
canoeberry,0
cans,3.091042453358316
canteen,0
canter,1.3862943611198906
canvas,1.0986122886681098
cap,2.772588722239781
capable,0
cape,1.3862943611198906
caper,1.0986122886681098
capital,2.0794415416798357
caps,3.713572066704308
captain,4.890349128221754
captivated,0
captive,0
capture,0.6931471805599453
captured,0.6931471805599453
car,4.8283137373023015
caramel,0
card,1.3862943611198906
cardboard,1.9459101490553132
cards,1.3862943611198906
care,3.9889840465642745
cared,1.0986122886681098
career,1.0986122886681098
careers,0
careful,2.6390573296152584
carefully,2.995732273553991
carelessly,2.302585092994046
cares,1.0986122886681098
cargo,0
caribbean,0
caried,0
caring,0
carl,1.0986122886681098
carle,1.9459101490553132
carnation,0
carol,0
carols,0.6931471805599453
carp,0
carpenter,0.6931471805599453
carpet,0
carpets,0
carriage,1.0986122886681098
carriages,0
carrie,0.6931471805599453
carried,3.2188758248682006
carrier,1.3862943611198906
carries,1.6094379124341003
carrion,1.9459101490553132
carrot,2.0794415416798357
carrotcar,0.6931471805599453
carrots,2.9444389791664403
carry,3.2188758248682006
carrying,1.791759469228055
carryings,0
cars,4.07753744390572
carsick,0
cart,1.9459101490553132
carton,1.3862943611198906
cartoons,0
cartwheel,0
carved,0
carving,0.6931471805599453
case,3.4965075614664802
cases,0
cast,1.791759469228055
castle,2.6390573296152584
castles,1.0986122886681098
casts,0
cat,5.521460917862246
catalog,0
catalogues,0.6931471805599453
catch,4.174387269895637
catches,1.0986122886681098
catching,0.6931471805599453
catering,0
caterpillar,2.1972245773362196
cathedrals,0
catherine,0
catnip,1.6094379124341003
cats,4.653960350157523
catsandratsandelephants,1.3862943611198906
cattle,1.0986122886681098
caught,3.912023005428146
cauldron,0
cause,1.3862943611198906
caused,0
caution,0
cautioned,0
cautiously,1.6094379124341003
cave,2.8903717578961645
cavin,0
caving,0
cavity,0
cavort,0
caw,1.3862943611198906
cawn,1.0986122886681098
cc,0
cease,0
ceased,0.6931471805599453
ceasing,0
ceiling,2.4849066497880004
ceilings,0.6931471805599453
celebrate,1.0986122886681098
celebrated,0.6931471805599453
celebrating,0
celebration,0.6931471805599453
celery,1.0986122886681098
celeste,2.302585092994046
cellar,3.58351893845611
cellars,0.6931471805599453
cellophane,0
cement,1.6094379124341003
cent,0
center,2.1972245773362196
centers,0
cents,2.3978952727983707
cer,0
cereal,1.791759469228055
ceremony,0
certain,1.3862943611198906
certainly,2.8903717578961645
cha,0.6931471805599453
chain,0.6931471805599453
chains,1.9459101490553132
chair,3.367295829986474
chairs,2.8903717578961645
chalk,1.6094379124341003
chalks,0
challah,0
chamber,0
chamomile,0
champ,0
champion,0.6931471805599453
championing,0
championship,0
chance,2.70805020110221
chanced,0
chances,1.3862943611198906
chandeliers,0
chang,2.70805020110221
change,3.1354942159291497
changed,2.6390573296152584
changes,0.6931471805599453
changin,0
changing,1.6094379124341003
channel,0
channels,0
chanted,1.0986122886681098
chanting,0
chap,0
chapel,0
chapter,2.302585092994046
character,0
characters,0
charades,0
charge,2.1972245773362196
charged,0.6931471805599453
chari,2.4849066497880004
charles,0.6931471805599453
charley,1.791759469228055
charlie,1.9459101490553132
charm,0
charms,1.0986122886681098
chart,0
chase,3.295836866004329
chased,1.3862943611198906
chases,0
chasing,2.4849066497880004
chat,0.6931471805599453
chats,0
chatter,0.6931471805599453
chattered,0.6931471805599453
chattering,0
chatting,0
chauffeur,0
cheap,0.6931471805599453
cheat,0
check,2.302585092994046
checked,1.9459101490553132
checkerboard,0
checkers,4.276666119016055
checking,0.6931471805599453
